idx,Iin[A],Iout[A],l[mm],p1[mm],p2[mm],p3[mm],win[mm],kdiff[%],Bleak[uT],V_PriWind[cm3],V_PriCore[cm3],Pout[W]
338,40,10,400,70,40,10,100,10.02832666,7.1,55.44,800,132.4522154
339,40,40,400,70,40,10,100,10.02832666,15.2,55.44,800,529.8088617
340,10,10,700,70,40,10,100,12.93609552,4.6,55.44,2450,179.3583475
341,10,40,700,70,40,10,100,12.93609552,14.8,55.44,2450,717.4333901
342,40,10,700,70,40,10,100,12.93609552,8.2,55.44,2450,179.3583475
343,40,40,700,70,40,10,100,12.93609552,18.4,55.44,2450,717.4333901
344,10,10,1000,70,40,10,100,12.1408136,5,55.44,5000,191.1635136
345,10,40,1000,70,40,10,100,12.1408136,15.8,55.44,5000,764.6540543
346,40,10,1000,70,40,10,100,12.1408136,9.2,55.44,5000,191.1635136
347,40,40,1000,70,40,10,100,12.1408136,20,55.44,5000,764.6540543
348,10,10,1300,70,40,10,100,12.04794844,8.8,55.44,8450,194.0314691
349,10,40,1300,70,40,10,100,12.04794844,26.8,55.44,8450,776.1258764
350,40,10,1300,70,40,10,100,12.04794844,17.2,55.44,8450,194.0314691
351,40,40,1300,70,40,10,100,12.04794844,35.2,55.44,8450,776.1258764
352,10,10,400,40,10,100,100,12.75336836,4.1,64.08,800,171.2024575
353,10,40,400,40,10,100,100,12.75336836,11.9,64.08,800,684.8098301
354,40,10,400,40,10,100,100,12.75336836,8.6,64.08,800,171.2024575
355,40,40,400,40,10,100,100,12.75336836,16.4,64.08,800,684.8098301
356,10,10,700,40,10,100,100,14.97823059,4.9,64.08,2450,242.8729046
357,10,40,700,40,10,100,100,14.97823059,14.2,64.08,2450,971.4916184
358,40,10,700,40,10,100,100,14.97823059,10.3,64.08,2450,242.8729046
359,40,40,700,40,10,100,100,14.97823059,19.6,64.08,2450,971.4916184
360,10,10,1000,40,10,100,100,14.31509608,6,64.08,5000,260.1457804
361,10,40,1000,40,10,100,100,14.31509608,17.1,64.08,5000,1040.583121
362,40,10,1000,40,10,100,100,14.31509608,12.9,64.08,5000,260.1457804
363,40,40,1000,40,10,100,100,14.31509608,24,64.08,5000,1040.583121
364,10,10,1300,40,10,100,100,13.86740599,10.3,64.08,8450,265.256167
365,10,40,1300,40,10,100,100,13.86740599,29.2,64.08,8450,1061.024668
366,40,10,1300,40,10,100,100,13.86740599,22.3,64.08,8450,265.256167
367,40,40,1300,40,10,100,100,13.86740599,41.2,64.08,8450,1061.024668
368,10,10,400,40,40,70,100,12.35794153,4,61.92,800,161.1024838
369,10,40,400,40,40,70,100,12.35794153,11.8,61.92,800,644.4099352
370,40,10,400,40,40,70,100,12.35794153,8.2,61.92,800,161.1024838
371,40,40,400,40,40,70,100,12.35794153,16,61.92,800,644.4099352
372,10,10,700,40,40,70,100,14.71288303,4.8,61.92,2450,226.4774538
373,10,40,700,40,40,70,100,14.71288303,14.4,61.92,2450,905.9098151
374,40,10,700,40,40,70,100,14.71288303,9.6,61.92,2450,226.4774538
375,40,40,700,40,40,70,100,14.71288303,19.2,61.92,2450,905.9098151
376,10,10,1000,40,40,70,100,13.89332029,5.7,61.92,5000,242.8028507
377,10,40,1000,40,40,70,100,13.89332029,16.8,61.92,5000,971.211403
378,40,10,1000,40,40,70,100,13.89332029,11.7,61.92,5000,242.8028507
379,40,40,1000,40,40,70,100,13.89332029,22.8,61.92,5000,971.211403
380,10,10,1300,40,40,70,100,13.35358636,10.6,61.92,8450,247.4512489
381,10,40,1300,40,40,70,100,13.35358636,29.8,61.92,8450,989.8049955
382,40,10,1300,40,40,70,100,13.35358636,23.2,61.92,8450,247.4512489
383,40,40,1300,40,40,70,100,13.35358636,42.4,61.92,8450,989.8049955
384,10,10,400,40,70,40,100,11.45957567,3.9,59.76,800,149.5112123
385,10,40,400,40,70,40,100,11.45957567,11.7,59.76,800,598.0448491
386,40,10,400,40,70,40,100,11.45957567,7.8,59.76,800,149.5112123
387,40,40,400,40,70,40,100,11.45957567,15.6,59.76,800,598.0448491
388,10,10,700,40,70,40,100,14.22718742,4.7,59.76,2450,210.9121317
389,10,40,700,40,70,40,100,14.22718742,14.3,59.76,2450,843.6485267
390,40,10,700,40,70,40,100,14.22718742,9.2,59.76,2450,210.9121317
391,40,40,700,40,70,40,100,14.22718742,18.8,59.76,2450,843.6485267
392,10,10,1000,40,70,40,100,13.37899347,5.4,59.76,5000,226.2710016
393,10,40,1000,40,70,40,100,13.37899347,16.2,59.76,5000,905.0840064
394,40,10,1000,40,70,40,100,13.37899347,10.8,59.76,5000,226.2710016
395,40,40,1000,40,70,40,100,13.37899347,21.6,59.76,5000,905.0840064
396,10,10,1300,40,70,40,100,13.43099285,10.5,59.76,8450,229.4648653
397,10,40,1300,40,70,40,100,13.43099285,30.6,59.76,8450,917.8594612
398,40,10,1300,40,70,40,100,13.43099285,21.9,59.76,8450,229.4648653
399,40,40,1300,40,70,40,100,13.43099285,42,59.76,8450,917.8594612
400,10,10,400,40,100,10,100,11.20374156,3.9,57.6,800,138.0961052
401,10,40,400,40,100,10,100,11.20374156,11.7,57.6,800,552.384421
402,40,10,400,40,100,10,100,11.20374156,7.8,57.6,800,138.0961052
403,40,40,400,40,100,10,100,11.20374156,15.6,57.6,800,552.384421
404,10,10,700,40,100,10,100,13.90285177,4.6,57.6,2450,196.7541786
405,10,40,700,40,100,10,100,13.90285177,14.2,57.6,2450,787.0167144
406,40,10,700,40,100,10,100,13.90285177,8.8,57.6,2450,196.7541786
407,40,40,700,40,100,10,100,13.90285177,18.4,57.6,2450,787.0167144
408,10,10,1000,40,100,10,100,12.97611046,5.5,57.6,5000,210.9950948
409,10,40,1000,40,100,10,100,12.97611046,16.9,57.6,5000,843.9803793
410,40,10,1000,40,100,10,100,12.97611046,10.6,57.6,5000,210.9950948
411,40,40,1000,40,100,10,100,12.97611046,22,57.6,5000,843.9803793
412,10,10,1300,40,100,10,100,12.91548009,10.3,57.6,8450,214.2423547
413,10,40,1300,40,100,10,100,12.91548009,31.3,57.6,8450,856.9694187
414,40,10,1300,40,100,10,100,12.91548009,20.2,57.6,8450,214.2423547
415,40,40,1300,40,100,10,100,12.91548009,41.2,57.6,8450,856.9694187
416,10,10,400,100,10,10,100,9.326230348,3.8,57.6,800,142.2790555
417,10,40,400,100,10,10,100,9.326230348,11.6,57.6,800,569.1162218
418,40,10,400,100,10,10,100,9.326230348,7.4,57.6,800,142.2790555
419,40,40,400,100,10,10,100,9.326230348,15.2,57.6,800,569.1162218
420,10,10,700,100,10,10,100,12.63375321,4.4,57.6,2450,192.9139243
421,10,40,700,100,10,10,100,12.63375321,13.7,57.6,2450,771.6556972
422,40,10,700,100,10,10,100,12.63375321,8.3,57.6,2450,192.9139243
423,40,40,700,100,10,10,100,12.63375321,17.6,57.6,2450,771.6556972
424,10,10,1000,100,10,10,100,11.77766963,5.5,57.6,5000,206.3319881
425,10,40,1000,100,10,10,100,11.77766963,17.2,57.6,5000,825.3279523
426,40,10,1000,100,10,10,100,11.77766963,10.3,57.6,5000,206.3319881
427,40,40,1000,100,10,10,100,11.77766963,22,57.6,5000,825.3279523
428,10,10,1300,100,10,10,100,11.42106178,10.7,57.6,8450,209.4047045
429,10,40,1300,100,10,10,100,11.42106178,32.3,57.6,8450,837.6188181
430,40,10,1300,100,10,10,100,11.42106178,21.2,57.6,8450,209.4047045
431,40,40,1300,100,10,10,100,11.42106178,42.8,57.6,8450,837.6188181
432,10,10,400,10,10,10,400,15.76619202,5.4,81.36,800,223.6742833
433,10,40,400,10,10,10,400,15.76619202,13.2,81.36,800,894.6971331
434,40,10,400,10,10,10,400,15.76619202,13.8,81.36,800,223.6742833
435,40,40,400,10,10,10,400,15.76619202,21.6,81.36,800,894.6971331
436,10,10,700,10,10,10,400,17.31955506,6.4,81.36,2450,375.915985
437,10,40,700,10,10,10,400,17.31955506,16,81.36,2450,1503.66394
438,40,10,700,10,10,10,400,17.31955506,16,81.36,2450,375.915985
439,40,40,700,10,10,10,400,17.31955506,25.6,81.36,2450,1503.66394
440,10,10,1000,10,10,10,400,16.04262079,7.5,81.36,5000,410.1404337
441,10,40,1000,10,10,10,400,16.04262079,18.6,81.36,5000,1640.561735
442,40,10,1000,10,10,10,400,16.04262079,18.9,81.36,5000,410.1404337
443,40,40,1000,10,10,10,400,16.04262079,30,81.36,5000,1640.561735
444,10,10,1300,10,10,10,400,15.75427213,14.5,81.36,8450,418.4660232
445,10,40,1300,10,10,10,400,15.75427213,34,81.36,8450,1673.864093
446,40,10,1300,10,10,10,400,15.75427213,38.5,81.36,8450,418.4660232
447,40,40,1300,10,10,10,400,15.75427213,58,81.36,8450,1673.864093
448,10,10,400,10,70,100,100,12.18123975,4.4,66.24,800,166.1598495
449,10,40,400,10,70,100,100,12.18123975,12.2,66.24,800,664.6393979
450,40,10,400,10,70,100,100,12.18123975,9.8,66.24,800,166.1598495
451,40,40,400,10,70,100,100,12.18123975,17.6,66.24,800,664.6393979
452,10,10,700,10,70,100,100,14.87488132,5.3,66.24,2450,254.431402
453,10,40,700,10,70,100,100,14.87488132,14.9,66.24,2450,1017.725608
454,40,10,700,10,70,100,100,14.87488132,11.6,66.24,2450,254.431402
455,40,40,700,10,70,100,100,14.87488132,21.2,66.24,2450,1017.725608
456,10,10,1000,10,70,100,100,13.8473376,6.2,66.24,5000,275.7601525
457,10,40,1000,10,70,100,100,13.8473376,17.3,66.24,5000,1103.04061
458,40,10,1000,10,70,100,100,13.8473376,13.7,66.24,5000,275.7601525
459,40,40,1000,10,70,100,100,13.8473376,24.8,66.24,5000,1103.04061
460,10,10,1300,10,70,100,100,13.76847436,12.5,66.24,8450,280.9438853
461,10,40,1300,10,70,100,100,13.76847436,34.1,66.24,8450,1123.775541
462,40,10,1300,10,70,100,100,13.76847436,28.4,66.24,8450,280.9438853
463,40,40,1300,10,70,100,100,13.76847436,50,66.24,8450,1123.775541
464,10,10,400,10,100,70,100,11.56044687,4.4,64.08,800,155.2476426
465,10,40,400,10,100,70,100,11.56044687,12.5,64.08,800,620.9905704
466,40,10,400,10,100,70,100,11.56044687,9.5,64.08,800,155.2476426
467,40,40,400,10,100,70,100,11.56044687,17.6,64.08,800,620.9905704
468,10,10,700,10,100,70,100,14.36506105,5.1,64.08,2450,238.4024958
469,10,40,700,10,100,70,100,14.36506105,14.7,64.08,2450,953.609983
470,40,10,700,10,100,70,100,14.36506105,10.8,64.08,2450,238.4024958
471,40,40,700,10,100,70,100,14.36506105,20.4,64.08,2450,953.609983
472,10,10,1000,10,100,70,100,13.37576659,5.9,64.08,5000,258.0926959
473,10,40,1000,10,100,70,100,13.37576659,16.7,64.08,5000,1032.370784
474,40,10,1000,10,100,70,100,13.37576659,12.8,64.08,5000,258.0926959
475,40,40,1000,10,100,70,100,13.37576659,23.6,64.08,5000,1032.370784
476,10,10,1300,10,100,70,100,13.27154021,10.6,64.08,8450,262.7710674
477,10,40,1300,10,100,70,100,13.27154021,28.6,64.08,8450,1051.08427
478,40,10,1300,10,100,70,100,13.27154021,24.4,64.08,8450,262.7710674
479,40,40,1300,10,100,70,100,13.27154021,42.4,64.08,8450,1051.08427
480,10,10,400,70,10,70,100,11.90078569,4.3,64.08,800,172.3515985
481,10,40,400,70,10,70,100,11.90078569,12.4,64.08,800,689.4063938
482,40,10,400,70,10,70,100,11.90078569,9.1,64.08,800,172.3515985
483,40,40,400,70,10,70,100,11.90078569,17.2,64.08,800,689.4063938
484,10,10,700,70,10,70,100,14.01402241,4.9,64.08,2450,239.5835434
485,10,40,700,70,10,70,100,14.01402241,14.5,64.08,2450,958.3341736
486,40,10,700,70,10,70,100,14.01402241,10,64.08,2450,239.5835434
487,40,40,700,70,10,70,100,14.01402241,19.6,64.08,2450,958.3341736
488,10,10,1000,70,10,70,100,13.15272666,5.8,64.08,5000,257.7606984
489,10,40,1000,70,10,70,100,13.15272666,16.9,64.08,5000,1031.042794
490,40,10,1000,70,10,70,100,13.15272666,12.1,64.08,5000,257.7606984
491,40,40,1000,70,10,70,100,13.15272666,23.2,64.08,5000,1031.042794
492,10,10,1300,70,10,70,100,12.9702486,11.1,64.08,8450,262.065381
493,10,40,1300,70,10,70,100,12.9702486,31.8,64.08,8450,1048.261524
494,40,10,1300,70,10,70,100,12.9702486,23.7,64.08,8450,262.065381
495,40,40,1300,70,10,70,100,12.9702486,44.4,64.08,8450,1048.261524
496,10,10,400,70,40,40,100,11.37527892,4.1,61.92,800,161.4388566
497,10,40,400,70,40,40,100,11.37527892,12.2,61.92,800,645.7554263
498,40,10,400,70,40,40,100,11.37527892,8.3,61.92,800,161.4388566
499,40,40,400,70,40,40,100,11.37527892,16.4,61.92,800,645.7554263
500,10,10,700,70,40,40,100,13.72582346,4.9,61.92,2450,223.6948623
501,10,40,700,70,40,40,100,13.72582346,14.8,61.92,2450,894.7794493
502,40,10,700,70,40,40,100,13.72582346,9.7,61.92,2450,223.6948623
503,40,40,700,70,40,40,100,13.72582346,19.6,61.92,2450,894.7794493
504,10,10,1000,70,40,40,100,12.7932757,5.6,61.92,5000,240.0066029
505,10,40,1000,70,40,40,100,12.7932757,16.7,61.92,5000,960.0264115
506,40,10,1000,70,40,40,100,12.7932757,11.3,61.92,5000,240.0066029
507,40,40,1000,70,40,40,100,12.7932757,22.4,61.92,5000,960.0264115
508,10,10,1300,70,40,40,100,12.6063307,10.6,61.92,8450,244.4161822
509,10,40,1300,70,40,40,100,12.6063307,29.5,61.92,8450,977.6647287
510,40,10,1300,70,40,40,100,12.6063307,23.5,61.92,8450,244.4161822
511,40,40,1300,70,40,40,100,12.6063307,42.4,61.92,8450,977.6647287
512,10,10,400,70,70,10,100,10.77235008,3.9,59.76,800,149.8620722
513,10,40,400,70,70,10,100,10.77235008,11.7,59.76,800,599.4482886
514,40,10,400,70,70,10,100,10.77235008,7.8,59.76,800,149.8620722
515,40,40,400,70,70,10,100,10.77235008,15.6,59.76,800,599.4482886
516,10,10,700,70,70,10,100,13.21791258,4.6,59.76,2450,208.4351334
517,10,40,700,70,70,10,100,13.21791258,13.9,59.76,2450,833.7405338
518,40,10,700,70,70,10,100,13.21791258,9.1,59.76,2450,208.4351334
519,40,40,700,70,70,10,100,13.21791258,18.4,59.76,2450,833.7405338
520,10,10,1000,70,70,10,100,12.40875491,5.5,59.76,5000,224.3364206
521,10,40,1000,70,70,10,100,12.40875491,16.6,59.76,5000,897.3456823
522,40,10,1000,70,70,10,100,12.40875491,10.9,59.76,5000,224.3364206
523,40,40,1000,70,70,10,100,12.40875491,22,59.76,5000,897.3456823
524,10,10,1300,70,70,10,100,12.1998164,10.1,59.76,8450,227.7718803
525,10,40,1300,70,70,10,100,12.1998164,29.3,59.76,8450,911.0875213
526,40,10,1300,70,70,10,100,12.1998164,21.2,59.76,8450,227.7718803
527,40,40,1300,70,70,10,100,12.1998164,40.4,59.76,8450,911.0875213
528,10,10,400,40,40,100,100,12.33747107,4.5,68.4,800,175.5143244
529,10,40,400,40,40,100,100,12.33747107,12.3,68.4,800,702.0572974
530,40,10,400,40,40,100,100,12.33747107,10.2,68.4,800,175.5143244
531,40,40,400,40,40,100,100,12.33747107,18,68.4,800,702.0572974
532,10,10,700,40,40,100,100,14.43383051,5.4,68.4,2450,267.6507002
533,10,40,700,40,40,100,100,14.43383051,15,68.4,2450,1070.602801
534,40,10,700,40,40,100,100,14.43383051,12,68.4,2450,267.6507002
535,40,40,700,40,40,100,100,14.43383051,21.6,68.4,2450,1070.602801
536,10,10,1000,40,40,100,100,13.66693763,6.4,68.4,5000,289.811332
537,10,40,1000,40,40,100,100,13.66693763,17.5,68.4,5000,1159.245328
538,40,10,1000,40,40,100,100,13.66693763,14.5,68.4,5000,289.811332
539,40,40,1000,40,40,100,100,13.66693763,25.6,68.4,5000,1159.245328
540,10,10,1300,40,40,100,100,13.41451389,11.4,68.4,8450,295.0891513
541,10,40,1300,40,40,100,100,13.41451389,30.3,68.4,8450,1180.356605
542,40,10,1300,40,40,100,100,13.41451389,26.7,68.4,8450,295.0891513
543,40,40,1300,40,40,100,100,13.41451389,45.6,68.4,8450,1180.356605
544,10,10,400,40,70,70,100,11.67294265,4.4,66.24,800,165.9454334
545,10,40,400,40,70,70,100,11.67294265,12.2,66.24,800,663.7817337
546,40,10,400,40,70,70,100,11.67294265,9.8,66.24,800,165.9454334
547,40,40,400,40,70,70,100,11.67294265,17.6,66.24,800,663.7817337
548,10,10,700,40,70,70,100,14.14802206,5.1,66.24,2450,250.6475239
549,10,40,700,40,70,70,100,14.14802206,14.4,66.24,2450,1002.590096
550,40,10,700,40,70,70,100,14.14802206,11.1,66.24,2450,250.6475239
551,40,40,700,40,70,70,100,14.14802206,20.4,66.24,2450,1002.590096
552,10,10,1000,40,70,70,100,13.31155663,6.1,66.24,5000,272.0196098
553,10,40,1000,40,70,70,100,13.31155663,16.9,66.24,5000,1088.078439
554,40,10,1000,40,70,70,100,13.31155663,13.6,66.24,5000,272.0196098
555,40,40,1000,40,70,70,100,13.31155663,24.4,66.24,5000,1088.078439
556,10,10,1300,40,70,70,100,13.13232645,11.4,66.24,8450,276.8018237
557,10,40,1300,40,70,70,100,13.13232645,30.6,66.24,8450,1107.207295
558,40,10,1300,40,70,70,100,13.13232645,26.4,66.24,8450,276.8018237
559,40,40,1300,40,70,70,100,13.13232645,45.6,66.24,8450,1107.207295
560,10,10,400,40,100,40,100,10.21382918,4.3,64.08,800,155.4146916
561,10,40,400,40,100,40,100,10.21382918,12.1,64.08,800,621.6587666
562,40,10,400,40,100,40,100,10.21382918,9.4,64.08,800,155.4146916
563,40,40,400,40,100,40,100,10.21382918,17.2,64.08,800,621.6587666
564,10,10,700,40,100,40,100,13.76480891,5.1,64.08,2450,234.7995482
565,10,40,700,40,100,40,100,13.76480891,14.7,64.08,2450,939.1981927
566,40,10,700,40,100,40,100,13.76480891,10.8,64.08,2450,234.7995482
567,40,40,700,40,100,40,100,13.76480891,20.4,64.08,2450,939.1981927
568,10,10,1000,40,100,40,100,12.85722998,5.9,64.08,5000,254.5205181
569,10,40,1000,40,100,40,100,12.85722998,16.4,64.08,5000,1018.082072
570,40,10,1000,40,100,40,100,12.85722998,13.1,64.08,5000,254.5205181
571,40,40,1000,40,100,40,100,12.85722998,23.6,64.08,5000,1018.082072
572,10,10,1300,40,100,40,100,12.49959219,10.5,64.08,8450,259.5954049
573,10,40,1300,40,100,40,100,12.49959219,28.5,64.08,8450,1038.381619
574,40,10,1300,40,100,40,100,12.49959219,24,64.08,8450,259.5954049
575,40,40,1300,40,100,40,100,12.49959219,42,64.08,8450,1038.381619
576,10,10,400,100,10,40,100,10.50635173,4.1,64.08,800,172.9215438
577,10,40,400,100,10,40,100,10.50635173,11.9,64.08,800,691.686175
578,40,10,400,100,10,40,100,10.50635173,8.6,64.08,800,172.9215438
579,40,40,400,100,10,40,100,10.50635173,16.4,64.08,800,691.686175
580,10,10,700,100,10,40,100,12.82039175,5,64.08,2450,236.2683046
581,10,40,700,100,10,40,100,12.82039175,14.9,64.08,2450,945.0732184
582,40,10,700,100,10,40,100,12.82039175,10.1,64.08,2450,236.2683046
583,40,40,700,100,10,40,100,12.82039175,20,64.08,2450,945.0732184
584,10,10,1000,100,10,40,100,12.04719253,5.9,64.08,5000,254.3669466
585,10,40,1000,100,10,40,100,12.04719253,17,64.08,5000,1017.467786
586,40,10,1000,100,10,40,100,12.04719253,12.5,64.08,5000,254.3669466
587,40,40,1000,100,10,40,100,12.04719253,23.6,64.08,5000,1017.467786
588,10,10,1300,100,10,40,100,11.86102512,11,64.08,8450,258.6229241
589,10,40,1300,100,10,40,100,11.86102512,31.7,64.08,8450,1034.491696
590,40,10,1300,100,10,40,100,11.86102512,23.3,64.08,8450,258.6229241
591,40,40,1300,100,10,40,100,11.86102512,44,64.08,8450,1034.491696
592,10,10,400,100,40,10,100,10.21952256,3.9,61.92,800,160.5671081
593,10,40,400,100,40,10,100,10.21952256,11.4,61.92,800,642.2684323
594,40,10,400,100,40,10,100,10.21952256,8.1,61.92,800,160.5671081
595,40,40,400,100,40,10,100,10.21952256,15.6,61.92,800,642.2684323
596,10,10,700,100,40,10,100,12.51861266,4.9,61.92,2450,220.3151371
597,10,40,700,100,40,10,100,12.51861266,14.8,61.92,2450,881.2605482
598,40,10,700,100,40,10,100,12.51861266,9.7,61.92,2450,220.3151371
599,40,40,700,100,40,10,100,12.51861266,19.6,61.92,2450,881.2605482
600,10,10,1000,100,40,10,100,11.72565097,5.7,61.92,5000,237.4068592
601,10,40,1000,100,40,10,100,11.72565097,16.8,61.92,5000,949.6274367
602,40,10,1000,100,40,10,100,11.72565097,11.7,61.92,5000,237.4068592
603,40,40,1000,100,40,10,100,11.72565097,22.8,61.92,5000,949.6274367
604,10,10,1300,100,40,10,100,11.60144921,11,61.92,8450,241.3721525
605,10,40,1300,100,40,10,100,11.60144921,32,61.92,8450,965.4886098
606,40,10,1300,100,40,10,100,11.60144921,23,61.92,8450,241.3721525
607,40,40,1300,100,40,10,100,11.60144921,44,61.92,8450,965.4886098
608,10,10,400,10,10,40,400,14.01173158,6,87.84,800,242.1199101
609,10,40,400,10,10,40,400,14.01173158,13.8,87.84,800,968.4796402
610,40,10,400,10,10,40,400,14.01173158,16.2,87.84,800,242.1199101
611,40,40,400,10,10,40,400,14.01173158,24,87.84,800,968.4796402
612,10,10,700,10,10,40,400,15.62421487,7.1,87.84,2450,399.6657646
613,10,40,700,10,10,40,400,15.62421487,16.7,87.84,2450,1598.663058
614,40,10,700,10,10,40,400,15.62421487,18.8,87.84,2450,399.6657646
615,40,40,700,10,10,40,400,15.62421487,28.4,87.84,2450,1598.663058
616,10,10,1000,10,10,40,400,14.54378123,8.3,87.84,5000,440.9506239
617,10,40,1000,10,10,40,400,14.54378123,19.1,87.84,5000,1763.802496
618,40,10,1000,10,10,40,400,14.54378123,22.4,87.84,5000,440.9506239
619,40,40,1000,10,10,40,400,14.54378123,33.2,87.84,5000,1763.802496
620,10,10,1300,10,10,40,400,14.21104213,16.9,87.84,8450,450.9644134
621,10,40,1300,10,10,40,400,14.21104213,36.1,87.84,8450,1803.857654
622,40,10,1300,10,10,40,400,14.21104213,48.4,87.84,8450,450.9644134
623,40,40,1300,10,10,40,400,14.21104213,67.6,87.84,8450,1803.857654
624,10,10,400,10,40,10,400,14.6752282,5.9,85.68,800,235.0451518
625,10,40,400,10,40,10,400,14.6752282,13.7,85.68,800,940.1806074
626,40,10,400,10,40,10,400,14.6752282,15.8,85.68,800,235.0451518
627,40,40,400,10,40,10,400,14.6752282,23.6,85.68,800,940.1806074
628,10,10,700,10,40,10,400,16.26980492,6.9,85.68,2450,390.6963863
629,10,40,700,10,40,10,400,16.26980492,16.5,85.68,2450,1562.785545
630,40,10,700,10,40,10,400,16.26980492,18,85.68,2450,390.6963863
631,40,40,700,10,40,10,400,16.26980492,27.6,85.68,2450,1562.785545
632,10,10,1000,10,40,10,400,15.04418971,8.4,85.68,5000,429.5405235
633,10,40,1000,10,40,10,400,15.04418971,20.1,85.68,5000,1718.162094
634,40,10,1000,10,40,10,400,15.04418971,21.9,85.68,5000,429.5405235
635,40,40,1000,10,40,10,400,15.04418971,33.6,85.68,5000,1718.162094
636,10,10,1300,10,40,10,400,14.66332517,17,85.68,8450,439.7789274
637,10,40,1300,10,40,10,400,14.66332517,38.3,85.68,8450,1759.11571
638,40,10,1300,10,40,10,400,14.66332517,46.7,85.68,8450,439.7789274
639,40,40,1300,10,40,10,400,14.66332517,68,85.68,8450,1759.11571
640,10,10,400,10,100,100,100,10.70556531,4.8,70.56,800,177.9145807
641,10,40,400,10,100,100,100,10.70556531,12.6,70.56,800,711.6583229
642,40,10,400,10,100,100,100,10.70556531,11.4,70.56,800,177.9145807
643,40,40,400,10,100,100,100,10.70556531,19.2,70.56,800,711.6583229
644,10,10,700,10,100,100,100,13.27555806,5.7,70.56,2450,269.41487
645,10,40,700,10,100,100,100,13.27555806,15.3,70.56,2450,1077.65948
646,40,10,700,10,100,100,100,13.27555806,13.2,70.56,2450,269.41487
647,40,40,700,10,100,100,100,13.27555806,22.8,70.56,2450,1077.65948
648,10,10,1000,10,100,100,100,12.38283262,6.8,70.56,5000,295.9690976
649,10,40,1000,10,100,100,100,12.38283262,17.9,70.56,5000,1183.87639
650,40,10,1000,10,100,100,100,12.38283262,16.1,70.56,5000,295.9690976
651,40,40,1000,10,100,100,100,12.38283262,27.2,70.56,5000,1183.87639
652,10,10,1300,10,100,100,100,11.81805728,12.7,70.56,8450,303.3356696
653,10,40,1300,10,100,100,100,11.81805728,32.2,70.56,8450,1213.342678
654,40,10,1300,10,100,100,100,11.81805728,31.3,70.56,8450,303.3356696
655,40,40,1300,10,100,100,100,11.81805728,50.8,70.56,8450,1213.342678
656,10,10,400,70,10,100,100,11.76023444,4.7,70.56,800,189.7212811
657,10,40,400,70,10,100,100,11.76023444,12.5,70.56,800,758.8851244
658,40,10,400,70,10,100,100,11.76023444,11,70.56,800,189.7212811
659,40,40,400,70,10,100,100,11.76023444,18.8,70.56,800,758.8851244
660,10,10,700,70,10,100,100,14.38350907,5.5,70.56,2450,277.5411825
661,10,40,700,70,10,100,100,14.38350907,15.1,70.56,2450,1110.16473
662,40,10,700,70,10,100,100,14.38350907,12.4,70.56,2450,277.5411825
663,40,40,700,70,10,100,100,14.38350907,22,70.56,2450,1110.16473
664,10,10,1000,70,10,100,100,13.1959428,6.7,70.56,5000,301.9838077
665,10,40,1000,70,10,100,100,13.1959428,18.1,70.56,5000,1207.935231
