,Iin[A],Iout[A],l[mm],p1[mm],p2[mm],p3[mm],win[mm],kdiff[%],Bleak[uT],V_PriWind[cm3],V_PriCore[cm3],Pout[W]
353,10,40,1300,10,10,100,100,13.50318198,31.6,57.6,8450,861.7035605
354,20,10,1300,10,10,100,100,13.50318198,18.4,57.6,8450,215.4258901
355,20,20,1300,10,10,100,100,13.50318198,24.8,57.6,8450,430.8517802
356,20,40,1300,10,10,100,100,13.50318198,37.6,57.6,8450,861.7035605
357,40,10,1300,10,10,100,100,13.50318198,9.4,57.6,8450,215.4258901
358,40,20,1300,10,10,100,100,13.50318198,15.8,57.6,8450,430.8517802
359,40,40,1300,10,10,100,100,13.50318198,28.6,57.6,8450,861.7035605
360,10,10,400,10,40,70,100,12.5921502,9.6,55.44,800,142.0748178
361,10,20,400,10,40,70,100,12.5921502,14.8,55.44,800,284.1496356
362,10,40,400,10,40,70,100,12.5921502,3.7,55.44,800,568.2992712
363,20,10,400,10,40,70,100,12.5921502,6.3,55.44,800,142.0748178
364,20,20,400,10,40,70,100,12.5921502,11.5,55.44,800,284.1496356
365,20,40,400,10,40,70,100,12.5921502,4.8,55.44,800,568.2992712
366,40,10,400,10,40,70,100,12.5921502,7.4,55.44,800,142.0748178
367,40,20,400,10,40,70,100,12.5921502,12.6,55.44,800,284.1496356
368,40,40,400,10,40,70,100,12.5921502,7,55.44,800,568.2992712
369,10,10,700,10,40,70,100,13.88189214,14,55.44,2450,183.3865784
370,10,20,700,10,40,70,100,13.88189214,5.6,55.44,2450,366.7731567
371,10,40,700,10,40,70,100,13.88189214,8.8,55.44,2450,733.5463134
372,20,10,700,10,40,70,100,13.88189214,15.2,55.44,2450,183.3865784
373,20,20,700,10,40,70,100,13.88189214,8,55.44,2450,366.7731567
374,20,40,700,10,40,70,100,13.88189214,11.2,55.44,2450,733.5463134
375,40,10,700,10,40,70,100,13.88189214,17.6,55.44,2450,183.3865784
376,40,20,700,10,40,70,100,13.88189214,4.4,55.44,2450,366.7731567
377,40,40,700,10,40,70,100,13.88189214,7.6,55.44,2450,733.5463134
378,10,10,1000,10,40,70,100,13.25873876,9.7,55.44,5000,194.642938
379,10,20,1000,10,40,70,100,13.25873876,13.4,55.44,5000,389.2858761
380,10,40,1000,10,40,70,100,13.25873876,20.8,55.44,5000,778.5717521
381,20,10,1000,10,40,70,100,13.25873876,5.2,55.44,5000,194.642938
382,20,20,1000,10,40,70,100,13.25873876,8.9,55.44,5000,389.2858761
383,20,40,1000,10,40,70,100,13.25873876,16.3,55.44,5000,778.5717521
384,40,10,1000,10,40,70,100,13.25873876,6.7,55.44,5000,194.642938
385,40,20,1000,10,40,70,100,13.25873876,10.4,55.44,5000,389.2858761
386,40,40,1000,10,40,70,100,13.25873876,17.8,55.44,5000,778.5717521
387,10,10,1300,10,40,70,100,12.90883388,16.9,55.44,8450,197.7921292
388,10,20,1300,10,40,70,100,12.90883388,31.1,55.44,8450,395.5842583
389,10,40,1300,10,40,70,100,12.90883388,12.5,55.44,8450,791.1685166
390,20,10,1300,10,40,70,100,12.90883388,19.6,55.44,8450,197.7921292
391,20,20,1300,10,40,70,100,12.90883388,33.8,55.44,8450,395.5842583
392,20,40,1300,10,40,70,100,12.90883388,17.9,55.44,8450,791.1685166
393,40,10,1300,10,40,70,100,12.90883388,25,55.44,8450,197.7921292
394,40,20,1300,10,40,70,100,12.90883388,39.2,55.44,8450,395.5842583
395,40,40,1300,10,40,70,100,12.90883388,9.8,55.44,8450,791.1685166
396,10,10,400,10,70,40,100,12.1498499,13,53.28,800,130.1437567
397,10,20,400,10,70,40,100,12.1498499,6.4,53.28,800,260.2875133
398,10,40,400,10,70,40,100,12.1498499,9.2,53.28,800,520.5750267
399,20,10,400,10,70,40,100,12.1498499,14.8,53.28,800,130.1437567
400,20,20,400,10,70,40,100,12.1498499,3.7,53.28,800,260.2875133
401,20,40,400,10,70,40,100,12.1498499,6.5,53.28,800,520.5750267
402,40,10,400,10,70,40,100,12.1498499,12.1,53.28,800,130.1437567
403,40,20,400,10,70,40,100,12.1498499,4.6,53.28,800,260.2875133
404,40,40,400,10,70,40,100,12.1498499,7.4,53.28,800,520.5750267
405,10,10,700,10,70,40,100,13.82964058,4.3,53.28,2450,167.7215066
406,10,20,700,10,70,40,100,13.82964058,7.5,53.28,2450,335.4430132
407,10,40,700,10,70,40,100,13.82964058,13.9,53.28,2450,670.8860263
408,20,10,700,10,70,40,100,13.82964058,5.4,53.28,2450,167.7215066
409,20,20,700,10,70,40,100,13.82964058,8.6,53.28,2450,335.4430132
410,20,40,700,10,70,40,100,13.82964058,15,53.28,2450,670.8860263
411,40,10,700,10,70,40,100,13.82964058,7.6,53.28,2450,167.7215066
412,40,20,700,10,70,40,100,13.82964058,10.8,53.28,2450,335.4430132
413,40,40,700,10,70,40,100,13.82964058,17.2,53.28,2450,670.8860263
414,10,10,1000,10,70,40,100,13.03376741,10,53.28,5000,178.1728019
415,10,20,1000,10,70,40,100,13.03376741,17.4,53.28,5000,356.3456037
416,10,40,1000,10,70,40,100,13.03376741,8.9,53.28,5000,712.6912075
417,20,10,1000,10,70,40,100,13.03376741,12.6,53.28,5000,178.1728019
418,20,20,1000,10,70,40,100,13.03376741,20,53.28,5000,356.3456037
419,20,40,1000,10,70,40,100,13.03376741,5,53.28,5000,712.6912075
420,40,10,1000,10,70,40,100,13.03376741,8.7,53.28,5000,178.1728019
421,40,20,1000,10,70,40,100,13.03376741,16.1,53.28,5000,356.3456037
422,40,40,1000,10,70,40,100,13.03376741,6.3,53.28,5000,712.6912075
423,10,10,1300,10,70,40,100,12.91106405,38,53.28,8450,180.8388274
424,10,20,1300,10,70,40,100,12.91106405,9.5,53.28,8450,361.6776548
425,10,40,1300,10,70,40,100,12.91106405,16.6,53.28,8450,723.3553095
426,20,10,1300,10,70,40,100,12.91106405,30.8,53.28,8450,180.8388274
427,20,20,1300,10,70,40,100,12.91106405,11.9,53.28,8450,361.6776548
428,20,40,1300,10,70,40,100,12.91106405,19,53.28,8450,723.3553095
429,40,10,1300,10,70,40,100,12.91106405,33.2,53.28,8450,180.8388274
430,40,20,1300,10,70,40,100,12.91106405,16.7,53.28,8450,361.6776548
431,40,40,1300,10,70,40,100,12.91106405,23.8,53.28,8450,723.3553095
432,10,10,400,10,100,10,100,11.6815053,4.4,51.12,800,120.0643963
433,10,20,400,10,100,10,100,11.6815053,7,51.12,800,240.1287925
434,10,40,400,10,100,10,100,11.6815053,12.2,51.12,800,480.2575851
435,20,10,400,10,100,10,100,11.6815053,6.2,51.12,800,120.0643963
436,20,20,400,10,100,10,100,11.6815053,8.8,51.12,800,240.1287925
437,20,40,400,10,100,10,100,11.6815053,14,51.12,800,480.2575851
438,40,10,400,10,100,10,100,11.6815053,3.5,51.12,800,120.0643963
439,40,20,400,10,100,10,100,11.6815053,6.1,51.12,800,240.1287925
440,40,40,400,10,100,10,100,11.6815053,11.3,51.12,800,480.2575851
441,10,10,700,10,100,10,100,13.47647632,10.6,51.12,2450,154.8175945
442,10,20,700,10,100,10,100,13.47647632,17.2,51.12,2450,309.6351889
443,10,40,700,10,100,10,100,13.47647632,4.3,51.12,2450,619.2703779
444,20,10,700,10,100,10,100,13.47647632,7.6,51.12,2450,154.8175945
445,20,20,700,10,100,10,100,13.47647632,14.2,51.12,2450,309.6351889
446,20,40,700,10,100,10,100,13.47647632,5.3,51.12,2450,619.2703779
447,40,10,700,10,100,10,100,13.47647632,8.6,51.12,2450,154.8175945
448,40,20,700,10,100,10,100,13.47647632,15.2,51.12,2450,309.6351889
449,40,40,700,10,100,10,100,13.47647632,7.3,51.12,2450,619.2703779
450,10,10,1000,10,100,10,100,12.84199961,16,51.12,5000,164.5922346
451,10,20,1000,10,100,10,100,12.84199961,6.1,51.12,5000,329.1844693
452,10,40,1000,10,100,10,100,12.84199961,9.8,51.12,5000,658.3689385
453,20,10,1000,10,100,10,100,12.84199961,17.2,51.12,5000,164.5922346
454,20,20,1000,10,100,10,100,12.84199961,8.5,51.12,5000,329.1844693
455,20,40,1000,10,100,10,100,12.84199961,12.2,51.12,5000,658.3689385
456,40,10,1000,10,100,10,100,12.84199961,19.6,51.12,5000,164.5922346
457,40,20,1000,10,100,10,100,12.84199961,4.9,51.12,5000,329.1844693
458,40,40,1000,10,100,10,100,12.84199961,8.6,51.12,5000,658.3689385
459,10,10,1300,10,100,10,100,12.53073767,15.8,51.12,8450,167.1984855
460,10,20,1300,10,100,10,100,12.53073767,22.4,51.12,8450,334.3969711
461,10,40,1300,10,100,10,100,12.53073767,35.6,51.12,8450,668.7939422
462,20,10,1300,10,100,10,100,12.53073767,8.9,51.12,8450,167.1984855
463,20,20,1300,10,100,10,100,12.53073767,15.5,51.12,8450,334.3969711
464,20,40,1300,10,100,10,100,12.53073767,28.7,51.12,8450,668.7939422
465,40,10,1300,10,100,10,100,12.53073767,11.2,51.12,8450,167.1984855
466,40,20,1300,10,100,10,100,12.53073767,17.8,51.12,8450,334.3969711
467,40,40,1300,10,100,10,100,12.53073767,31,51.12,8450,668.7939422
468,10,10,400,70,10,10,100,9.996972265,6.2,51.12,800,117.8887197
469,10,20,400,70,10,10,100,9.996972265,11.6,51.12,800,235.7774393
470,10,40,400,70,10,10,100,9.996972265,4.3,51.12,800,471.5548786
471,20,10,400,70,10,10,100,9.996972265,7,51.12,800,117.8887197
472,20,20,400,70,10,10,100,9.996972265,12.4,51.12,800,235.7774393
473,20,40,400,70,10,10,100,9.996972265,5.9,51.12,800,471.5548786
474,40,10,400,70,10,10,100,9.996972265,8.6,51.12,800,117.8887197
475,40,20,400,70,10,10,100,9.996972265,14,51.12,800,235.7774393
476,40,40,400,70,10,10,100,9.996972265,3.5,51.12,800,471.5548786
477,10,10,700,70,10,10,100,12.03792092,14.6,51.12,2450,147.3005568
478,10,20,700,70,10,10,100,12.03792092,6.8,51.12,2450,294.6011137
479,10,40,700,70,10,10,100,12.03792092,10,51.12,2450,589.2022273
480,20,10,700,70,10,10,100,12.03792092,16.4,51.12,2450,147.3005568
481,20,20,700,70,10,10,100,12.03792092,4.1,51.12,2450,294.6011137
482,20,40,700,70,10,10,100,12.03792092,7.3,51.12,2450,589.2022273
483,40,10,700,70,10,10,100,12.03792092,13.7,51.12,2450,147.3005568
484,40,20,700,70,10,10,100,12.03792092,5,51.12,2450,294.6011137
485,40,40,700,70,10,10,100,12.03792092,8.2,51.12,2450,589.2022273
486,10,10,1000,70,10,10,100,11.44260266,4.7,51.12,5000,155.8852748
487,10,20,1000,70,10,10,100,11.44260266,8.4,51.12,5000,311.7705496
488,10,40,1000,70,10,10,100,11.44260266,15.8,51.12,5000,623.5410992
489,20,10,1000,70,10,10,100,11.44260266,5.7,51.12,5000,155.8852748
490,20,20,1000,70,10,10,100,11.44260266,9.4,51.12,5000,311.7705496
491,20,40,1000,70,10,10,100,11.44260266,16.8,51.12,5000,623.5410992
492,40,10,1000,70,10,10,100,11.44260266,7.7,51.12,5000,155.8852748
493,40,20,1000,70,10,10,100,11.44260266,11.4,51.12,5000,311.7705496
494,40,40,1000,70,10,10,100,11.44260266,18.8,51.12,5000,623.5410992
495,10,10,1300,70,10,10,100,11.37112107,15.8,51.12,8450,158.1279945
496,10,20,1300,70,10,10,100,11.37112107,28,51.12,8450,316.2559889
497,10,40,1300,70,10,10,100,11.37112107,13.3,51.12,8450,632.5119779
498,20,10,1300,70,10,10,100,11.37112107,19.4,51.12,8450,158.1279945
499,20,20,1300,70,10,10,100,11.37112107,31.6,51.12,8450,316.2559889
500,20,40,1300,70,10,10,100,11.37112107,7.9,51.12,8450,632.5119779
501,40,10,1300,70,10,10,100,11.37112107,14,51.12,8450,158.1279945
502,40,20,1300,70,10,10,100,11.37112107,26.2,51.12,8450,316.2559889
503,40,40,1300,70,10,10,100,11.37112107,9.7,51.12,8450,632.5119779
504,10,10,400,40,10,70,100,12.11398075,15.2,57.6,800,150.7201868
505,10,20,400,40,10,70,100,12.11398075,3.8,57.6,800,301.4403737
506,10,40,400,40,10,70,100,12.11398075,6.5,57.6,800,602.8807473
507,20,10,400,40,10,70,100,12.11398075,11.9,57.6,800,150.7201868
508,20,20,400,40,10,70,100,12.11398075,4.9,57.6,800,301.4403737
509,20,40,400,40,10,70,100,12.11398075,7.6,57.6,800,602.8807473
510,40,10,400,40,10,70,100,12.11398075,13,57.6,800,150.7201868
511,40,20,400,40,10,70,100,12.11398075,7.1,57.6,800,301.4403737
512,40,40,400,40,10,70,100,12.11398075,9.8,57.6,800,602.8807473
513,10,10,700,40,10,70,100,14.05635629,6,57.6,2450,196.1440195
514,10,20,700,40,10,70,100,14.05635629,9.4,57.6,2450,392.2880391
515,10,40,700,40,10,70,100,14.05635629,16.2,57.6,2450,784.5760782
516,20,10,700,40,10,70,100,14.05635629,8.6,57.6,2450,196.1440195
517,20,20,700,40,10,70,100,14.05635629,12,57.6,2450,392.2880391
518,20,40,700,40,10,70,100,14.05635629,18.8,57.6,2450,784.5760782
519,40,10,700,40,10,70,100,14.05635629,4.7,57.6,2450,196.1440195
520,40,20,700,40,10,70,100,14.05635629,8.1,57.6,2450,392.2880391
521,40,40,700,40,10,70,100,14.05635629,14.9,57.6,2450,784.5760782
522,10,10,1000,40,10,70,100,13.28459496,13.8,57.6,5000,208.9248841
523,10,20,1000,40,10,70,100,13.28459496,21.2,57.6,5000,417.8497681
524,10,40,1000,40,10,70,100,13.28459496,5.3,57.6,5000,835.6995362
525,20,10,1000,40,10,70,100,13.28459496,9,57.6,5000,208.9248841
526,20,20,1000,40,10,70,100,13.28459496,16.4,57.6,5000,417.8497681
527,20,40,1000,40,10,70,100,13.28459496,6.9,57.6,5000,835.6995362
528,40,10,1000,40,10,70,100,13.28459496,10.6,57.6,5000,208.9248841
529,40,20,1000,40,10,70,100,13.28459496,18,57.6,5000,417.8497681
530,40,40,1000,40,10,70,100,13.28459496,10.1,57.6,5000,835.6995362
531,10,10,1300,40,10,70,100,12.95744908,28.7,57.6,8450,212.5478463
532,10,20,1300,40,10,70,100,12.95744908,11.9,57.6,8450,425.0956926
533,10,40,1300,40,10,70,100,12.95744908,18.4,57.6,8450,850.1913853
534,20,10,1300,40,10,70,100,12.95744908,31.4,57.6,8450,212.5478463
535,20,20,1300,40,10,70,100,12.95744908,17.3,57.6,8450,425.0956926
536,20,40,1300,40,10,70,100,12.95744908,23.8,57.6,8450,850.1913853
537,40,10,1300,40,10,70,100,12.95744908,36.8,57.6,8450,212.5478463
538,40,20,1300,40,10,70,100,12.95744908,9.2,57.6,8450,425.0956926
539,40,40,1300,40,10,70,100,12.95744908,15.7,57.6,8450,850.1913853
540,10,10,400,40,40,40,100,11.70931162,7,55.44,800,139.1453441
541,10,20,400,40,40,40,100,11.70931162,9.6,55.44,800,278.2906883
542,10,40,400,40,40,40,100,11.70931162,14.8,55.44,800,556.5813766
543,20,10,400,40,40,40,100,11.70931162,3.7,55.44,800,139.1453441
544,20,20,400,40,40,40,100,11.70931162,6.3,55.44,800,278.2906883
545,20,40,400,40,40,40,100,11.70931162,11.5,55.44,800,556.5813766
546,40,10,400,40,40,40,100,11.70931162,4.8,55.44,800,139.1453441
547,40,20,400,40,40,40,100,11.70931162,7.4,55.44,800,278.2906883
548,40,40,400,40,40,40,100,11.70931162,12.6,55.44,800,556.5813766
549,10,10,700,40,40,40,100,13.58611904,7.6,55.44,2450,180.4955005
550,10,20,700,40,40,40,100,13.58611904,14,55.44,2450,360.991001
551,10,40,700,40,40,40,100,13.58611904,5.6,55.44,2450,721.982002
552,20,10,700,40,40,40,100,13.58611904,8.8,55.44,2450,180.4955005
553,20,20,700,40,40,40,100,13.58611904,15.2,55.44,2450,360.991001
554,20,40,700,40,40,40,100,13.58611904,8,55.44,2450,721.982002
555,40,10,700,40,40,40,100,13.58611904,11.2,55.44,2450,180.4955005
556,40,20,700,40,40,40,100,13.58611904,17.6,55.44,2450,360.991001
557,40,40,700,40,40,40,100,13.58611904,4.4,55.44,2450,721.982002
558,10,10,1000,40,40,40,100,12.60457524,18.2,55.44,5000,192.2984111
559,10,20,1000,40,40,40,100,12.60457524,9.8,55.44,5000,384.5968223
560,10,40,1000,40,40,40,100,12.60457524,13.6,55.44,5000,769.1936446
561,20,10,1000,40,40,40,100,12.60457524,21.2,55.44,5000,192.2984111
562,20,20,1000,40,40,40,100,12.60457524,5.3,55.44,5000,384.5968223
563,20,40,1000,40,40,40,100,12.60457524,9.1,55.44,5000,769.1936446
564,40,10,1000,40,40,40,100,12.60457524,16.7,55.44,5000,192.2984111
565,40,20,1000,40,40,40,100,12.60457524,6.8,55.44,5000,384.5968223
566,40,40,1000,40,40,40,100,12.60457524,10.6,55.44,5000,769.1936446
567,10,10,1300,40,40,40,100,12.67839789,9.8,55.44,8450,194.5211979
568,10,20,1300,40,40,40,100,12.67839789,17,55.44,8450,389.0423957
569,10,40,1300,40,40,40,100,12.67839789,31.4,55.44,8450,778.0847914
570,20,10,1300,40,40,40,100,12.67839789,12.4,55.44,8450,194.5211979
571,20,20,1300,40,40,40,100,12.67839789,19.6,55.44,8450,389.0423957
572,20,40,1300,40,40,40,100,12.67839789,34,55.44,8450,778.0847914
573,40,10,1300,40,40,40,100,12.67839789,17.6,55.44,8450,194.5211979
574,40,20,1300,40,40,40,100,12.67839789,24.8,55.44,8450,389.0423957
575,40,40,1300,40,40,40,100,12.67839789,39.2,55.44,8450,778.0847914
576,10,10,400,40,70,10,100,11.35055536,7.4,53.28,800,127.633846
577,10,20,400,40,70,10,100,11.35055536,12.8,53.28,800,255.2676921
578,10,40,400,40,70,10,100,11.35055536,6.7,53.28,800,510.5353842
579,20,10,400,40,70,10,100,11.35055536,9.4,53.28,800,127.633846
580,20,20,400,40,70,10,100,11.35055536,14.8,53.28,800,255.2676921
581,20,40,400,40,70,10,100,11.35055536,3.7,53.28,800,510.5353842
582,40,10,400,40,70,10,100,11.35055536,6.4,53.28,800,127.633846
583,40,20,400,40,70,10,100,11.35055536,11.8,53.28,800,255.2676921
584,40,40,400,40,70,10,100,11.35055536,4.7,53.28,800,510.5353842
585,10,10,700,40,70,10,100,13.47831426,17.2,53.28,2450,166.1168404
586,10,20,700,40,70,10,100,13.47831426,4.3,53.28,2450,332.2336807
587,10,40,700,40,70,10,100,13.47831426,7.5,53.28,2450,664.4673614
588,20,10,700,40,70,10,100,13.47831426,13.9,53.28,2450,166.1168404
589,20,20,700,40,70,10,100,13.47831426,5.4,53.28,2450,332.2336807
590,20,40,700,40,70,10,100,13.47831426,8.6,53.28,2450,664.4673614
591,40,10,700,40,70,10,100,13.47831426,15,53.28,2450,166.1168404
592,40,20,700,40,70,10,100,13.47831426,7.6,53.28,2450,332.2336807
593,40,40,700,40,70,10,100,13.47831426,10.8,53.28,2450,664.4673614
594,10,10,1000,40,70,10,100,12.77339226,6.2,53.28,5000,176.8792805
595,10,20,1000,40,70,10,100,12.77339226,9.8,53.28,5000,353.7585611
596,10,40,1000,40,70,10,100,12.77339226,17,53.28,5000,707.5171221
597,20,10,1000,40,70,10,100,12.77339226,8.8,53.28,5000,176.8792805
598,20,20,1000,40,70,10,100,12.77339226,12.4,53.28,5000,353.7585611
599,20,40,1000,40,70,10,100,12.77339226,19.6,53.28,5000,707.5171221
600,40,10,1000,40,70,10,100,12.77339226,4.9,53.28,5000,176.8792805
601,40,20,1000,40,70,10,100,12.77339226,8.5,53.28,5000,353.7585611
602,40,40,1000,40,70,10,100,12.77339226,15.7,53.28,5000,707.5171221
603,10,10,1300,40,70,10,100,12.759644,23,53.28,8450,179.3306744
604,10,20,1300,40,70,10,100,12.759644,36.4,53.28,8450,358.6613488
605,10,40,1300,40,70,10,100,12.759644,9.1,53.28,8450,717.3226977
606,20,10,1300,40,70,10,100,12.759644,15.8,53.28,8450,179.3306744
607,20,20,1300,40,70,10,100,12.759644,29.2,53.28,8450,358.6613488
608,20,40,1300,40,70,10,100,12.759644,11.5,53.28,8450,717.3226977
609,40,10,1300,40,70,10,100,12.759644,18.2,53.28,8450,179.3306744
610,40,20,1300,40,70,10,100,12.759644,31.6,53.28,8450,358.6613488
611,40,40,1300,40,70,10,100,12.759644,16.3,53.28,8450,717.3226977
612,10,10,400,10,40,100,100,12.69037575,11.8,61.92,800,159.5100505
613,10,20,400,10,40,100,100,12.69037575,5.4,61.92,800,319.020101
614,10,40,400,10,40,100,100,12.69037575,8,61.92,800,638.040202
615,20,10,400,10,40,100,100,12.69037575,13.2,61.92,800,159.5100505
616,20,20,400,10,40,100,100,12.69037575,8.2,61.92,800,319.020101
617,20,40,400,10,40,100,100,12.69037575,10.8,61.92,800,638.040202
618,40,10,400,10,40,100,100,12.69037575,16,61.92,800,159.5100505
619,40,20,400,10,40,100,100,12.69037575,4,61.92,800,319.020101
620,40,40,400,10,40,100,100,12.69037575,6.6,61.92,800,638.040202
621,10,10,700,10,40,100,100,15.288934,9.7,61.92,2450,230.2162992
622,10,20,700,10,40,100,100,15.288934,13,61.92,2450,460.4325985
623,10,40,700,10,40,100,100,15.288934,19.6,61.92,2450,920.865197
624,20,10,700,10,40,100,100,15.288934,4.9,61.92,2450,230.2162992
625,20,20,700,10,40,100,100,15.288934,8.2,61.92,2450,460.4325985
626,20,40,700,10,40,100,100,15.288934,14.8,61.92,2450,920.865197
627,40,10,700,10,40,100,100,15.288934,6.5,61.92,2450,230.2162992
628,40,20,700,10,40,100,100,15.288934,9.8,61.92,2450,460.4325985
629,40,40,700,10,40,100,100,15.288934,16.4,61.92,2450,920.865197
630,10,10,1000,10,40,100,100,14.31278336,9.6,61.92,5000,246.8819632
631,10,20,1000,10,40,100,100,14.31278336,17.2,61.92,5000,493.7639264
632,10,40,1000,10,40,100,100,14.31278336,7.8,61.92,5000,987.5278528
633,20,10,1000,10,40,100,100,14.31278336,11.6,61.92,5000,246.8819632
634,20,20,1000,10,40,100,100,14.31278336,19.2,61.92,5000,493.7639264
635,20,40,1000,10,40,100,100,14.31278336,11.8,61.92,5000,987.5278528
636,40,10,1000,10,40,100,100,14.31278336,15.6,61.92,5000,246.8819632
637,40,20,1000,10,40,100,100,14.31278336,23.2,61.92,5000,493.7639264
638,40,40,1000,10,40,100,100,14.31278336,5.8,61.92,5000,987.5278528
639,10,10,1300,10,40,100,100,14.02994954,33.2,61.92,8450,251.3313569
640,10,20,1300,10,40,100,100,14.02994954,22.3,61.92,8450,502.6627137
641,10,40,1300,10,40,100,100,14.02994954,28.6,61.92,8450,1005.325427
642,20,10,1300,10,40,100,100,14.02994954,41.2,61.92,8450,251.3313569
643,20,20,1300,10,40,100,100,14.02994954,10.3,61.92,8450,502.6627137
644,20,40,1300,10,40,100,100,14.02994954,16.6,61.92,8450,1005.325427
645,40,10,1300,10,40,100,100,14.02994954,29.2,61.92,8450,251.3313569
646,40,20,1300,10,40,100,100,14.02994954,14.3,61.92,8450,502.6627137
647,40,40,1300,10,40,100,100,14.02994954,20.6,61.92,8450,1005.325427
648,10,10,400,10,70,70,100,12.2960754,3.9,59.76,800,148.3282081
649,10,20,400,10,70,70,100,12.2960754,6.5,59.76,800,296.6564162
650,10,40,400,10,70,70,100,12.2960754,11.7,59.76,800,593.3128323
651,20,10,400,10,70,70,100,12.2960754,5.2,59.76,800,148.3282081
652,20,20,400,10,70,70,100,12.2960754,7.8,59.76,800,296.6564162
653,20,40,400,10,70,70,100,12.2960754,13,59.76,800,593.3128323
654,40,10,400,10,70,70,100,12.2960754,7.8,59.76,800,148.3282081
655,40,20,400,10,70,70,100,12.2960754,10.4,59.76,800,296.6564162
656,40,40,400,10,70,70,100,12.2960754,15.6,59.76,800,593.3128323
657,10,10,700,10,70,70,100,14.74782394,9.6,59.76,2450,213.9079639
658,10,20,700,10,70,70,100,14.74782394,16.2,59.76,2450,427.8159278
659,10,40,700,10,70,70,100,14.74782394,9.3,59.76,2450,855.6318555
660,20,10,700,10,70,70,100,14.74782394,12.6,59.76,2450,213.9079639
661,20,20,700,10,70,70,100,14.74782394,19.2,59.76,2450,427.8159278
662,20,40,700,10,70,70,100,14.74782394,4.8,59.76,2450,855.6318555
663,40,10,700,10,70,70,100,14.74782394,8.1,59.76,2450,213.9079639
664,40,20,700,10,70,70,100,14.74782394,14.7,59.76,2450,427.8159278
665,40,40,700,10,70,70,100,14.74782394,6.3,59.76,2450,855.6318555
666,10,10,1000,10,70,70,100,13.93090342,22.4,59.76,5000,229.2542666
667,10,20,1000,10,70,70,100,13.93090342,5.6,59.76,5000,458.5085332
668,10,40,1000,10,70,70,100,13.93090342,9.3,59.76,5000,917.0170665
