Iin[A],Iout[A],l[mm],p1[mm],p2[mm],p3[mm],win[mm],kdiff[%],Bleak[uT],V_PriWind[cm3],V_PriCore[cm3],Pout[W]
40,10,1300,10,10,40,400,14.21104213,46.6,87.84,8450,450.9644134
40,20,1300,10,10,40,400,14.21104213,48.4,87.84,8450,901.9288268
40,40,1300,10,10,40,400,14.21104213,54.8,87.84,8450,1803.857654
10,10,400,10,40,10,400,14.6752282,9.2,85.68,800,235.0451518
10,20,400,10,40,10,400,14.6752282,11.8,85.68,800,470.0903037
10,40,400,10,40,10,400,14.6752282,17,85.68,800,940.1806074
20,10,400,10,40,10,400,14.6752282,15.8,85.68,800,235.0451518
20,20,400,10,40,10,400,14.6752282,18.4,85.68,800,470.0903037
20,40,400,10,40,10,400,14.6752282,23.6,85.68,800,940.1806074
40,10,400,10,40,10,400,14.6752282,5.9,85.68,800,235.0451518
40,20,400,10,40,10,400,14.6752282,8.5,85.68,800,470.0903037
40,40,400,10,40,10,400,14.6752282,13.7,85.68,800,940.1806074
10,10,700,10,40,10,400,16.26980492,21.2,85.68,2450,390.6963863
10,20,700,10,40,10,400,16.26980492,27.6,85.68,2450,781.3927726
10,40,700,10,40,10,400,16.26980492,6.9,85.68,2450,1562.785545
20,10,700,10,40,10,400,16.26980492,10.1,85.68,2450,390.6963863
20,20,700,10,40,10,400,16.26980492,16.5,85.68,2450,781.3927726
20,40,700,10,40,10,400,16.26980492,10.6,85.68,2450,1562.785545
40,10,700,10,40,10,400,16.26980492,13.8,85.68,2450,390.6963863
40,20,700,10,40,10,400,16.26980492,20.2,85.68,2450,781.3927726
40,40,700,10,40,10,400,16.26980492,18,85.68,2450,1562.785545
10,10,1000,10,40,10,400,15.04418971,20.1,85.68,5000,429.5405235
10,20,1000,10,40,10,400,15.04418971,12.9,85.68,5000,859.081047
10,40,1000,10,40,10,400,15.04418971,16.8,85.68,5000,1718.162094
20,10,1000,10,40,10,400,15.04418971,24.6,85.68,5000,429.5405235
20,20,1000,10,40,10,400,15.04418971,21.9,85.68,5000,859.081047
20,40,1000,10,40,10,400,15.04418971,25.8,85.68,5000,1718.162094
40,10,1000,10,40,10,400,15.04418971,33.6,85.68,5000,429.5405235
40,20,1000,10,40,10,400,15.04418971,8.4,85.68,5000,859.081047
40,40,1000,10,40,10,400,15.04418971,12.3,85.68,5000,1718.162094
10,10,1300,10,40,10,400,14.66332517,46.7,85.68,8450,439.7789274
10,20,1300,10,40,10,400,14.66332517,53.8,85.68,8450,879.5578548
10,40,1300,10,40,10,400,14.66332517,68,85.68,8450,1759.11571
20,10,1300,10,40,10,400,14.66332517,17,85.68,8450,439.7789274
20,20,1300,10,40,10,400,14.66332517,24.1,85.68,8450,879.5578548
20,40,1300,10,40,10,400,14.66332517,38.3,85.68,8450,1759.11571
40,10,1300,10,40,10,400,14.66332517,26.9,85.68,8450,439.7789274
40,20,1300,10,40,10,400,14.66332517,34,85.68,8450,879.5578548
40,40,1300,10,40,10,400,14.66332517,48.2,85.68,8450,1759.11571
10,10,400,10,100,100,100,10.70556531,7.4,70.56,800,177.9145807
10,20,400,10,100,100,100,10.70556531,12.6,70.56,800,355.8291615
10,40,400,10,100,100,100,10.70556531,7,70.56,800,711.6583229
20,10,400,10,100,100,100,10.70556531,9.6,70.56,800,177.9145807
20,20,400,10,100,100,100,10.70556531,14.8,70.56,800,355.8291615
20,40,400,10,100,100,100,10.70556531,11.4,70.56,800,711.6583229
40,10,400,10,100,100,100,10.70556531,14,70.56,800,177.9145807
40,20,400,10,100,100,100,10.70556531,19.2,70.56,800,355.8291615
40,40,400,10,100,100,100,10.70556531,4.8,70.56,800,711.6583229
10,10,700,10,100,100,100,13.27555806,17.8,70.56,2450,269.41487
10,20,700,10,100,100,100,13.27555806,13.2,70.56,2450,538.82974
10,40,700,10,100,100,100,13.27555806,16.4,70.56,2450,1077.65948
20,10,700,10,100,100,100,13.27555806,22.8,70.56,2450,269.41487
20,20,700,10,100,100,100,13.27555806,5.7,70.56,2450,538.82974
20,40,700,10,100,100,100,13.27555806,8.9,70.56,2450,1077.65948
40,10,700,10,100,100,100,13.27555806,15.3,70.56,2450,269.41487
40,20,700,10,100,100,100,13.27555806,8.2,70.56,2450,538.82974
40,40,700,10,100,100,100,13.27555806,11.4,70.56,2450,1077.65948
10,10,1000,10,100,100,100,12.38283262,6.8,70.56,5000,295.9690976
10,20,1000,10,100,100,100,12.38283262,10.5,70.56,5000,591.9381952
10,40,1000,10,100,100,100,12.38283262,17.9,70.56,5000,1183.87639
20,10,1000,10,100,100,100,12.38283262,9.9,70.56,5000,295.9690976
20,20,1000,10,100,100,100,12.38283262,13.6,70.56,5000,591.9381952
20,40,1000,10,100,100,100,12.38283262,21,70.56,5000,1183.87639
40,10,1000,10,100,100,100,12.38283262,16.1,70.56,5000,295.9690976
40,20,1000,10,100,100,100,12.38283262,19.8,70.56,5000,591.9381952
40,40,1000,10,100,100,100,12.38283262,27.2,70.56,5000,1183.87639
10,10,1300,10,100,100,100,11.81805728,25.4,70.56,8450,303.3356696
10,20,1300,10,100,100,100,11.81805728,38.4,70.56,8450,606.6713392
10,40,1300,10,100,100,100,11.81805728,31.3,70.56,8450,1213.342678
20,10,1300,10,100,100,100,11.81805728,37.8,70.56,8450,303.3356696
20,20,1300,10,100,100,100,11.81805728,50.8,70.56,8450,606.6713392
20,40,1300,10,100,100,100,11.81805728,12.7,70.56,8450,1213.342678
40,10,1300,10,100,100,100,11.81805728,19.2,70.56,8450,303.3356696
40,20,1300,10,100,100,100,11.81805728,32.2,70.56,8450,606.6713392
40,40,1300,10,100,100,100,11.81805728,18.9,70.56,8450,1213.342678
10,10,400,70,10,100,100,11.76023444,18.8,70.56,800,189.7212811
10,20,400,70,10,100,100,11.76023444,4.7,70.56,800,379.4425622
10,40,400,70,10,100,100,11.76023444,7.3,70.56,800,758.8851244
20,10,400,70,10,100,100,11.76023444,12.5,70.56,800,189.7212811
20,20,400,70,10,100,100,11.76023444,6.8,70.56,800,379.4425622
20,40,400,70,10,100,100,11.76023444,9.4,70.56,800,758.8851244
40,10,400,70,10,100,100,11.76023444,14.6,70.56,800,189.7212811
40,20,400,70,10,100,100,11.76023444,11,70.56,800,379.4425622
40,40,400,70,10,100,100,11.76023444,13.6,70.56,800,758.8851244
10,10,700,70,10,100,100,14.38350907,7.8,70.56,2450,277.5411825
10,20,700,70,10,100,100,14.38350907,11,70.56,2450,555.0823651
10,40,700,70,10,100,100,14.38350907,17.4,70.56,2450,1110.16473
20,10,700,70,10,100,100,14.38350907,12.4,70.56,2450,277.5411825
20,20,700,70,10,100,100,14.38350907,15.6,70.56,2450,555.0823651
20,40,700,70,10,100,100,14.38350907,22,70.56,2450,1110.16473
40,10,700,70,10,100,100,14.38350907,5.5,70.56,2450,277.5411825
40,20,700,70,10,100,100,14.38350907,8.7,70.56,2450,555.0823651
40,40,700,70,10,100,100,14.38350907,15.1,70.56,2450,1110.16473
10,10,1000,70,10,100,100,13.1959428,19.2,70.56,5000,301.9838077
10,20,1000,70,10,100,100,13.1959428,26.8,70.56,5000,603.9676154
10,40,1000,70,10,100,100,13.1959428,6.7,70.56,5000,1207.935231
20,10,1000,70,10,100,100,13.1959428,10.5,70.56,5000,301.9838077
20,20,1000,70,10,100,100,13.1959428,18.1,70.56,5000,603.9676154
20,40,1000,70,10,100,100,13.1959428,9.6,70.56,5000,1207.935231
40,10,1000,70,10,100,100,13.1959428,13.4,70.56,5000,301.9838077
40,20,1000,70,10,100,100,13.1959428,21,70.56,5000,603.9676154
40,40,1000,70,10,100,100,13.1959428,15.4,70.56,5000,1207.935231
10,10,1300,70,10,100,100,12.80848459,32.4,70.56,8450,308.5132843
10,20,1300,70,10,100,100,12.80848459,18.6,70.56,8450,617.0265686
10,40,1300,70,10,100,100,12.80848459,25.2,70.56,8450,1234.053137
20,10,1300,70,10,100,100,12.80848459,38.4,70.56,8450,308.5132843
20,20,1300,70,10,100,100,12.80848459,30.6,70.56,8450,617.0265686
20,40,1300,70,10,100,100,12.80848459,37.2,70.56,8450,1234.053137
40,10,1300,70,10,100,100,12.80848459,50.4,70.56,8450,308.5132843
40,20,1300,70,10,100,100,12.80848459,12.6,70.56,8450,617.0265686
40,40,1300,70,10,100,100,12.80848459,19.2,70.56,8450,1234.053137
10,10,400,70,40,70,100,11.6771004,10.2,68.4,800,182.5478896
10,20,400,70,40,70,100,11.6771004,12.8,68.4,800,365.0957792
10,40,400,70,40,70,100,11.6771004,18,68.4,800,730.1915584
20,10,400,70,40,70,100,11.6771004,4.5,68.4,800,182.5478896
20,20,400,70,40,70,100,11.6771004,7.1,68.4,800,365.0957792
20,40,400,70,40,70,100,11.6771004,12.3,68.4,800,730.1915584
40,10,400,70,40,70,100,11.6771004,6.4,68.4,800,182.5478896
40,20,400,70,40,70,100,11.6771004,9,68.4,800,365.0957792
40,40,400,70,40,70,100,11.6771004,14.2,68.4,800,730.1915584
10,10,700,70,40,70,100,13.78450247,8.5,68.4,2450,262.4022387
10,20,700,70,40,70,100,13.78450247,14.9,68.4,2450,524.8044774
10,40,700,70,40,70,100,13.78450247,7.4,68.4,2450,1049.608955
20,10,700,70,40,70,100,13.78450247,10.6,68.4,2450,262.4022387
20,20,700,70,40,70,100,13.78450247,17,68.4,2450,524.8044774
20,40,700,70,40,70,100,13.78450247,11.6,68.4,2450,1049.608955
40,10,700,70,40,70,100,13.78450247,14.8,68.4,2450,262.4022387
40,20,700,70,40,70,100,13.78450247,21.2,68.4,2450,524.8044774
40,40,700,70,40,70,100,13.78450247,5.3,68.4,2450,1049.608955
10,10,1000,70,40,70,100,12.87349356,21,68.4,5000,285.3944666
10,20,1000,70,40,70,100,12.87349356,14.7,68.4,5000,570.7889333
10,40,1000,70,40,70,100,12.87349356,18.6,68.4,5000,1141.577867
20,10,1000,70,40,70,100,12.87349356,26.4,68.4,5000,285.3944666
20,20,1000,70,40,70,100,12.87349356,6.6,68.4,5000,570.7889333
20,40,1000,70,40,70,100,12.87349356,10.5,68.4,5000,1141.577867
40,10,1000,70,40,70,100,12.87349356,18.3,68.4,5000,285.3944666
40,20,1000,70,40,70,100,12.87349356,9.3,68.4,5000,570.7889333
40,40,1000,70,40,70,100,12.87349356,13.2,68.4,5000,1141.577867
10,10,1300,70,40,70,100,12.41100974,11.2,68.4,8450,290.8208596
10,20,1300,70,40,70,100,12.41100974,17.6,68.4,8450,581.6417192
10,40,1300,70,40,70,100,12.41100974,30.4,68.4,8450,1163.283438
20,10,1300,70,40,70,100,12.41100974,16,68.4,8450,290.8208596
20,20,1300,70,40,70,100,12.41100974,22.4,68.4,8450,581.6417192
20,40,1300,70,40,70,100,12.41100974,35.2,68.4,8450,1163.283438
40,10,1300,70,40,70,100,12.41100974,25.6,68.4,8450,290.8208596
40,20,1300,70,40,70,100,12.41100974,32,68.4,8450,581.6417192
40,40,1300,70,40,70,100,12.41100974,44.8,68.4,8450,1163.283438
10,10,400,70,70,40,100,10.7812214,9,66.24,800,171.7093619
10,20,400,70,70,40,100,10.7812214,14.4,66.24,800,343.4187239
10,40,400,70,70,40,100,10.7812214,9.9,66.24,800,686.8374477
20,10,400,70,70,40,100,10.7812214,12.6,66.24,800,171.7093619
20,20,400,70,70,40,100,10.7812214,18,66.24,800,343.4187239
20,40,400,70,70,40,100,10.7812214,4.5,66.24,800,686.8374477
40,10,400,70,70,40,100,10.7812214,7.2,66.24,800,171.7093619
40,20,400,70,70,40,100,10.7812214,12.6,66.24,800,343.4187239
40,40,400,70,70,40,100,10.7812214,6.3,66.24,800,686.8374477
10,10,700,70,70,40,100,13.33946223,20.4,66.24,2450,246.3676992
10,20,700,70,70,40,100,13.33946223,5.1,66.24,2450,492.7353984
10,40,700,70,70,40,100,13.33946223,8.2,66.24,2450,985.4707968
20,10,700,70,70,40,100,13.33946223,14.4,66.24,2450,246.3676992
20,20,700,70,70,40,100,13.33946223,7.1,66.24,2450,492.7353984
20,40,700,70,70,40,100,13.33946223,10.2,66.24,2450,985.4707968
40,10,700,70,70,40,100,13.33946223,16.4,66.24,2450,246.3676992
40,20,700,70,70,40,100,13.33946223,11.1,66.24,2450,492.7353984
40,40,700,70,70,40,100,13.33946223,14.2,66.24,2450,985.4707968
10,10,1000,70,70,40,100,12.0609768,8.5,66.24,5000,268.5403615
10,20,1000,70,70,40,100,12.0609768,12,66.24,5000,537.0807229
10,40,1000,70,70,40,100,12.0609768,19,66.24,5000,1074.161446
20,10,1000,70,70,40,100,12.0609768,13.5,66.24,5000,268.5403615
20,20,1000,70,70,40,100,12.0609768,17,66.24,5000,537.0807229
20,40,1000,70,70,40,100,12.0609768,24,66.24,5000,1074.161446
40,10,1000,70,70,40,100,12.0609768,6,66.24,5000,268.5403615
40,20,1000,70,70,40,100,12.0609768,9.5,66.24,5000,537.0807229
40,40,1000,70,70,40,100,12.0609768,16.5,66.24,5000,1074.161446
10,10,1300,70,70,40,100,12.11738726,33.8,66.24,8450,273.0923245
10,20,1300,70,70,40,100,12.11738726,47.6,66.24,8450,546.1846489
10,40,1300,70,70,40,100,12.11738726,11.9,66.24,8450,1092.369298
20,10,1300,70,70,40,100,12.11738726,18.8,66.24,8450,273.0923245
20,20,1300,70,70,40,100,12.11738726,32.6,66.24,8450,546.1846489
20,40,1300,70,70,40,100,12.11738726,16.9,66.24,8450,1092.369298
40,10,1300,70,70,40,100,12.11738726,23.8,66.24,8450,273.0923245
40,20,1300,70,70,40,100,12.11738726,37.6,66.24,8450,546.1846489
40,40,1300,70,70,40,100,12.11738726,26.9,66.24,8450,1092.369298
10,10,400,70,100,10,100,10.0159112,12.1,64.08,800,160.3601236
10,20,400,70,100,10,100,10.0159112,6,64.08,800,320.7202471
10,40,400,70,100,10,100,10.0159112,8.6,64.08,800,641.4404942
20,10,400,70,100,10,100,10.0159112,13.8,64.08,800,160.3601236
20,20,400,70,100,10,100,10.0159112,9.4,64.08,800,320.7202471
20,40,400,70,100,10,100,10.0159112,12,64.08,800,641.4404942
40,10,400,70,100,10,100,10.0159112,17.2,64.08,800,160.3601236
40,20,400,70,100,10,100,10.0159112,4.3,64.08,800,320.7202471
40,40,400,70,100,10,100,10.0159112,6.9,64.08,800,641.4404942
10,10,700,70,100,10,100,12.6583623,11.2,64.08,2450,231.4815673
10,20,700,70,100,10,100,12.6583623,14.4,64.08,2450,462.9631346
10,40,700,70,100,10,100,12.6583623,20.8,64.08,2450,925.9262692
20,10,700,70,100,10,100,12.6583623,5.2,64.08,2450,231.4815673
20,20,700,70,100,10,100,12.6583623,8.4,64.08,2450,462.9631346
20,40,700,70,100,10,100,12.6583623,14.8,64.08,2450,925.9262692
40,10,700,70,100,10,100,12.6583623,7.2,64.08,2450,231.4815673
40,20,700,70,100,10,100,12.6583623,10.4,64.08,2450,462.9631346
40,40,700,70,100,10,100,12.6583623,16.8,64.08,2450,925.9262692
10,10,1000,70,100,10,100,11.69192156,9.5,64.08,5000,251.6726735
10,20,1000,70,100,10,100,11.69192156,16.7,64.08,5000,503.3453471
10,40,1000,70,100,10,100,11.69192156,8.2,64.08,5000,1006.690694
20,10,1000,70,100,10,100,11.69192156,11.8,64.08,5000,251.6726735
20,20,1000,70,100,10,100,11.69192156,19,64.08,5000,503.3453471
20,40,1000,70,100,10,100,11.69192156,12.8,64.08,5000,1006.690694
40,10,1000,70,100,10,100,11.69192156,16.4,64.08,5000,251.6726735
40,20,1000,70,100,10,100,11.69192156,23.6,64.08,5000,503.3453471
40,40,1000,70,100,10,100,11.69192156,5.9,64.08,5000,1006.690694
10,10,1300,70,100,10,100,11.23491263,37.4,64.08,8450,257.4352475
10,20,1300,70,100,10,100,11.23491263,25.1,64.08,8450,514.8704951
10,40,1300,70,100,10,100,11.23491263,32.2,64.08,8450,1029.74099
20,10,1300,70,100,10,100,11.23491263,46.4,64.08,8450,257.4352475
20,20,1300,70,100,10,100,11.23491263,11.6,64.08,8450,514.8704951
20,40,1300,70,100,10,100,11.23491263,18.7,64.08,8450,1029.74099
40,10,1300,70,100,10,100,11.23491263,32.9,64.08,8450,257.4352475
40,20,1300,70,100,10,100,11.23491263,16.1,64.08,8450,514.8704951
40,40,1300,70,100,10,100,11.23491263,23.2,64.08,8450,1029.74099
10,10,400,40,10,10,400,14.7108686,6.2,87.84,800,238.4766182
10,20,400,40,10,10,400,14.7108686,8.9,87.84,800,476.9532363
10,40,400,40,10,10,400,14.7108686,14.3,87.84,800,953.9064727
20,10,400,40,10,10,400,14.7108686,9.7,87.84,800,238.4766182
20,20,400,40,10,10,400,14.7108686,12.4,87.84,800,476.9532363
20,40,400,40,10,10,400,14.7108686,17.8,87.84,800,953.9064727
40,10,400,40,10,10,400,14.7108686,16.7,87.84,800,238.4766182
40,20,400,40,10,10,400,14.7108686,19.4,87.84,800,476.9532363
40,40,400,40,10,10,400,14.7108686,24.8,87.84,800,953.9064727
10,10,700,40,10,10,400,16.13373729,14.2,87.84,2450,400.5660367
10,20,700,40,10,10,400,16.13373729,20.6,87.84,2450,801.1320733
10,40,700,40,10,10,400,16.13373729,18.8,87.84,2450,1602.264147
20,10,700,40,10,10,400,16.13373729,22,87.84,2450,400.5660367
20,20,700,40,10,10,400,16.13373729,28.4,87.84,2450,801.1320733
20,40,700,40,10,10,400,16.13373729,7.1,87.84,2450,1602.264147
40,10,700,40,10,10,400,16.13373729,10.3,87.84,2450,400.5660367
40,20,700,40,10,10,400,16.13373729,16.7,87.84,2450,801.1320733
40,40,700,40,10,10,400,16.13373729,11,87.84,2450,1602.264147
10,10,1000,40,10,10,400,14.91804423,34.4,87.84,5000,442.6970475
10,20,1000,40,10,10,400,14.91804423,8.6,87.84,5000,885.394095
10,40,1000,40,10,10,400,14.91804423,12.4,87.84,5000,1770.78819
20,10,1000,40,10,10,400,14.91804423,20,87.84,5000,442.6970475
20,20,1000,40,10,10,400,14.91804423,13.4,87.84,5000,885.394095
20,40,1000,40,10,10,400,14.91804423,17.2,87.84,5000,1770.78819
40,10,1000,40,10,10,400,14.91804423,24.8,87.84,5000,442.6970475
40,20,1000,40,10,10,400,14.91804423,23,87.84,5000,885.394095
40,40,1000,40,10,10,400,14.91804423,26.8,87.84,5000,1770.78819
10,10,1300,40,10,10,400,14.27713175,26.3,87.84,8450,454.0927492
10,20,1300,40,10,10,400,14.27713175,33.2,87.84,8450,908.1854984
10,40,1300,40,10,10,400,14.27713175,47,87.84,8450,1816.370997
20,10,1300,40,10,10,400,14.27713175,45.7,87.84,8450,454.0927492
20,20,1300,40,10,10,400,14.27713175,52.6,87.84,8450,908.1854984
20,40,1300,40,10,10,400,14.27713175,66.4,87.84,8450,1816.370997
40,10,1300,40,10,10,400,14.27713175,16.6,87.84,8450,454.0927492
40,20,1300,40,10,10,400,14.27713175,23.5,87.84,8450,908.1854984
40,40,1300,40,10,10,400,14.27713175,37.3,87.84,8450,1816.370997
10,10,400,40,70,100,100,10.77362607,14.8,72.72,800,186.6307978
10,20,400,40,70,100,100,10.77362607,20,72.72,800,373.2615955
10,40,400,40,70,100,100,10.77362607,5,72.72,800,746.5231911
20,10,400,40,70,100,100,10.77362607,7.6,72.72,800,186.6307978
20,20,400,40,70,100,100,10.77362607,12.8,72.72,800,373.2615955
20,40,400,40,70,100,100,10.77362607,7.4,72.72,800,746.5231911
40,10,400,40,70,100,100,10.77362607,10,72.72,800,186.6307978
40,20,400,40,70,100,100,10.77362607,15.2,72.72,800,373.2615955
40,40,400,40,70,100,100,10.77362607,12.2,72.72,800,746.5231911
10,10,700,40,70,100,100,13.08461022,15.4,72.72,2450,281.7032971
10,20,700,40,70,100,100,13.08461022,8.4,72.72,2450,563.4065942
10,40,700,40,70,100,100,13.08461022,11.6,72.72,2450,1126.813188
20,10,700,40,70,100,100,13.08461022,18,72.72,2450,281.7032971
20,20,700,40,70,100,100,13.08461022,13.6,72.72,2450,563.4065942
20,40,700,40,70,100,100,13.08461022,16.8,72.72,2450,1126.813188
40,10,700,40,70,100,100,13.08461022,23.2,72.72,2450,281.7032971
40,20,700,40,70,100,100,13.08461022,5.8,72.72,2450,563.4065942
40,40,700,40,70,100,100,13.08461022,9,72.72,2450,1126.813188
10,10,1000,40,70,100,100,12.38901882,17.1,72.72,5000,309.79678
10,20,1000,40,70,100,100,12.38901882,21,72.72,5000,619.59356
10,40,1000,40,70,100,100,12.38901882,28.8,72.72,5000,1239.18712
20,10,1000,40,70,100,100,12.38901882,7.2,72.72,5000,309.79678
20,20,1000,40,70,100,100,12.38901882,11.1,72.72,5000,619.59356
20,40,1000,40,70,100,100,12.38901882,18.9,72.72,5000,1239.18712
40,10,1000,40,70,100,100,12.38901882,10.5,72.72,5000,309.79678
40,20,1000,40,70,100,100,12.38901882,14.4,72.72,5000,619.59356
40,40,1000,40,70,100,100,12.38901882,22.2,72.72,5000,1239.18712
10,10,1300,40,70,100,100,11.95234097,21.7,72.72,8450,317.0900769
10,20,1300,40,70,100,100,11.95234097,36.7,72.72,8450,634.1801537
10,40,1300,40,70,100,100,11.95234097,20.9,72.72,8450,1268.360307
20,10,1300,40,70,100,100,11.95234097,28.4,72.72,8450,317.0900769
20,20,1300,40,70,100,100,11.95234097,43.4,72.72,8450,634.1801537
20,40,1300,40,70,100,100,11.95234097,34.3,72.72,8450,1268.360307
40,10,1300,40,70,100,100,11.95234097,41.8,72.72,8450,317.0900769
40,20,1300,40,70,100,100,11.95234097,56.8,72.72,8450,634.1801537
40,40,1300,40,70,100,100,11.95234097,14.2,72.72,8450,1268.360307
10,10,400,40,100,70,100,10.14804134,15.2,70.56,800,176.6488644
10,20,400,40,100,70,100,10.14804134,11.5,70.56,800,353.2977288
10,40,400,40,100,70,100,10.14804134,14.2,70.56,800,706.5954577
20,10,400,40,100,70,100,10.14804134,19.6,70.56,800,176.6488644
20,20,400,40,100,70,100,10.14804134,4.9,70.56,800,353.2977288
20,40,400,40,100,70,100,10.14804134,7.6,70.56,800,706.5954577
40,10,400,40,100,70,100,10.14804134,13,70.56,800,176.6488644
40,20,400,40,100,70,100,10.14804134,7.1,70.56,800,353.2977288
40,40,400,40,100,70,100,10.14804134,9.8,70.56,800,706.5954577
10,10,700,40,100,70,100,12.83659133,5.6,70.56,2450,265.2969318
10,20,700,40,100,70,100,12.83659133,8.8,70.56,2450,530.5938637
10,40,700,40,100,70,100,12.83659133,15.2,70.56,2450,1061.187727
20,10,700,40,100,70,100,12.83659133,8,70.56,2450,265.2969318
20,20,700,40,100,70,100,12.83659133,11.2,70.56,2450,530.5938637
20,40,700,40,100,70,100,12.83659133,17.6,70.56,2450,1061.187727
40,10,700,40,100,70,100,12.83659133,12.8,70.56,2450,265.2969318
40,20,700,40,100,70,100,12.83659133,16,70.56,2450,530.5938637
40,40,700,40,100,70,100,12.83659133,22.4,70.56,2450,1061.187727
10,10,1000,40,100,70,100,11.58465025,13.6,70.56,5000,293.2882869
10,20,1000,40,100,70,100,11.58465025,21,70.56,5000,586.5765739
10,40,1000,40,100,70,100,11.58465025,16.1,70.56,5000,1173.153148
20,10,1000,40,100,70,100,11.58465025,19.8,70.56,5000,293.2882869
20,20,1000,40,100,70,100,11.58465025,27.2,70.56,5000,586.5765739
20,40,1000,40,100,70,100,11.58465025,6.8,70.56,5000,1173.153148
40,10,1000,40,100,70,100,11.58465025,10.5,70.56,5000,293.2882869
40,20,1000,40,100,70,100,11.58465025,17.9,70.56,5000,586.5765739
40,40,1000,40,100,70,100,11.58465025,9.9,70.56,5000,1173.153148
10,10,1300,40,100,70,100,11.33083142,53.2,70.56,8450,299.7516679
10,20,1300,40,100,70,100,11.33083142,13.3,70.56,8450,599.5033359
10,40,1300,40,100,70,100,11.33083142,20.5,70.56,8450,1199.006672
20,10,1300,40,100,70,100,11.33083142,34.9,70.56,8450,299.7516679
20,20,1300,40,100,70,100,11.33083142,19.4,70.56,8450,599.5033359
20,40,1300,40,100,70,100,11.33083142,26.6,70.56,8450,1199.006672
40,10,1300,40,100,70,100,11.33083142,41,70.56,8450,299.7516679
40,20,1300,40,100,70,100,11.33083142,31.6,70.56,8450,599.5033359
40,40,1300,40,100,70,100,11.33083142,38.8,70.56,8450,1199.006672
10,10,400,100,10,70,100,11.38293486,6.5,70.56,800,195.4605482
10,20,400,100,10,70,100,11.38293486,9,70.56,800,390.9210965
10,40,400,100,10,70,100,11.38293486,14,70.56,800,781.842193
20,10,400,100,10,70,100,11.38293486,10.5,70.56,800,195.4605482
20,20,400,100,10,70,100,11.38293486,13,70.56,800,390.9210965
20,40,400,100,10,70,100,11.38293486,18,70.56,800,781.842193
40,10,400,100,10,70,100,11.38293486,4.5,70.56,800,195.4605482
40,20,400,100,10,70,100,11.38293486,7,70.56,800,390.9210965
40,40,400,100,10,70,100,11.38293486,12,70.56,800,781.842193
10,10,700,100,10,70,100,12.88964513,15.4,70.56,2450,273.7822009
10,20,700,100,10,70,100,12.88964513,21.6,70.56,2450,547.5644018
10,40,700,100,10,70,100,12.88964513,5.4,70.56,2450,1095.128804
20,10,700,100,10,70,100,12.88964513,8.5,70.56,2450,273.7822009
