is_training,mse_kdiff[%],mse_Bleak[uT],mse_V_PriWind[cm3],mse_V_PriCore[cm3],mse_Pout[W]
0,39.40126037597656,689.1005859375,1317.854248046875,17827786.0,553564.25
0,39.396854400634766,688.3800659179688,1317.854248046875,17766828.0,553564.25
0,39.35004806518555,689.1005859375,1317.854248046875,17741698.0,553564.25
0,39.34931182861328,688.4313354492188,1317.854248046875,17789658.0,553564.25
0,39.36627960205078,894.4417724609375,1304.4266357421875,17576840.0,549627.9375
0,39.13297653198242,894.4417724609375,1188.26513671875,17506196.0,550355.9375
0,39.0506706237793,894.4417724609375,1189.7320556640625,17565378.0,549049.5
0,39.16199493408203,838.0,1203.12939453125,17520716.0,550849.875
0,39.10767364501953,885.7929077148438,1330.4405517578125,17479920.0,542098.6875
0,38.97718048095703,895.9755859375,1321.1595458984375,17500510.0,540949.625
0,32.82455825805664,786.5177612304688,1308.07421875,7357268.0,350954.46875
0,32.82762908935547,780.5740356445312,1280.575439453125,7321278.5,349106.03125
0,48.67064666748047,932.3245849609375,1833.329345703125,13466980.0,399848.0625
0,48.72209930419922,932.6676635742188,1828.1361083984375,13463565.0,399387.71875
0,48.67064666748047,930.58203125,1836.5950927734375,13460398.0,398023.53125
0,48.70448303222656,932.3256225585938,672.924072265625,13444070.0,401393.75
0,48.37832260131836,932.3256225585938,672.924072265625,13464018.0,399064.75
0,27.8156681060791,932.3245849609375,672.924072265625,13433211.0,400880.875
0,27.814008712768555,932.4823608398438,671.9717407226562,13444070.0,397309.6875
0,30.124094009399414,855.1712036132812,1113.07421875,13393418.0,400124.6875
0,35.082679748535156,848.638427734375,1122.60693359375,13393418.0,402833.0625
0,35.082679748535156,725.6713256835938,1119.54541015625,13393418.0,404096.125
0,35.082679748535156,725.8372192382812,1374.099365234375,13393418.0,403866.875
0,35.082679748535156,725.4214477539062,1374.386962890625,13393418.0,402930.0
0,35.082679748535156,882.616455078125,1374.86328125,13393418.0,402950.625
0,35.082584381103516,882.616455078125,1374.0467529296875,13393418.0,404173.84375
0,39.446693420410156,871.4993896484375,1346.370361328125,12280713.0,378627.9375
0,38.54561996459961,789.9461059570312,1419.65380859375,11726315.0,374434.3125
0,25.483078002929688,942.905029296875,1647.22216796875,8695632.0,360793.59375
0,27.92144203186035,890.2609252929688,1579.9163818359375,9742408.0,326330.125
0,45.05940246582031,907.6890869140625,1702.6256103515625,13405468.0,383339.625
0,45.25328063964844,907.6890869140625,1702.6256103515625,13393418.0,383764.03125
0,45.227333068847656,907.6890869140625,1702.6256103515625,13393418.0,383764.03125
0,45.27472686767578,907.6890869140625,1702.6256103515625,13382661.0,383703.71875
0,45.227813720703125,907.6890869140625,1702.6256103515625,13393418.0,383764.03125
0,45.25556945800781,907.6890869140625,1223.7861328125,13393418.0,383892.78125
0,45.25556945800781,907.6890869140625,1242.1065673828125,13393418.0,383275.21875
0,45.25556945800781,676.20166015625,1702.6256103515625,13393418.0,383764.03125
0,45.25556945800781,676.20166015625,1702.6256103515625,13393418.0,383764.03125
0,45.04329299926758,674.48681640625,1705.8367919921875,13382662.0,392967.53125
0,45.00394058227539,675.4652099609375,1306.42236328125,13393418.0,392487.4375
0,45.11407470703125,677.726318359375,1302.430908203125,13382662.0,393675.0
0,45.035057067871094,670.391845703125,1268.5406494140625,13407339.0,394062.9375
0,50.165618896484375,707.4173583984375,1737.1943359375,19754850.0,269423.71875
0,27.7847843170166,640.2100219726562,1767.187255859375,19552592.0,551773.375
0,27.742658615112305,640.8106689453125,1771.4815673828125,19492616.0,552900.0625
0,27.482269287109375,661.8339233398438,1554.2198486328125,19477272.0,554036.3125
0,37.304168701171875,787.1776733398438,1334.3818359375,10106094.0,402094.4375
0,37.02583694458008,782.7257690429688,1345.9254150390625,9929782.0,399953.59375
0,37.12131118774414,785.9390258789062,1339.765625,10254250.0,393297.21875
0,37.410396575927734,780.66015625,1329.8079833984375,10108112.0,396272.53125
0,37.52876663208008,679.970947265625,1326.911865234375,9855459.0,395760.375
0,37.12489700317383,679.970947265625,1266.2689208984375,9988950.0,398955.96875
0,37.1153450012207,679.970947265625,1268.3150634765625,9987900.0,396720.375
0,37.124900817871094,679.970947265625,1336.2742919921875,10006968.0,259752.5
0,37.40941619873047,679.6566772460938,1334.6748046875,10049071.0,297216.90625
0,28.434215545654297,543.4561767578125,1337.22998046875,9948234.0,282422.9375
0,24.41817855834961,683.8717041015625,1694.5645751953125,13843244.0,396169.1875
1,30.685047149658203,792.8087768554688,1217.745361328125,12929537.0,341224.75
1,29.849103927612305,797.89013671875,1229.5604248046875,12942442.0,339081.09375
1,29.80943489074707,797.6424560546875,1224.8192138671875,12948916.0,338920.21875
1,29.946521759033203,797.89013671875,1225.90576171875,12938822.0,340375.75
1,38.44692611694336,797.89013671875,1226.8912353515625,12956689.0,343737.125
1,45.7972412109375,797.89013671875,1225.88818359375,12948469.0,340408.21875
1,45.77553939819336,797.89013671875,1228.4849853515625,12957348.0,340844.96875
1,45.31149673461914,796.6265258789062,1237.584228515625,12726777.0,363562.3125
1,41.63790512084961,797.2835693359375,1233.833251953125,10810419.0,423882.625
1,41.62531280517578,755.3682250976562,1232.4873046875,10765921.0,424895.59375
1,41.63093185424805,765.8338623046875,1232.4873046875,10583732.0,423964.3125
1,40.827171325683594,860.045654296875,1210.70263671875,10704494.0,419354.40625
1,38.73183059692383,843.5443725585938,1024.3663330078125,10937618.0,410112.03125
1,38.73183059692383,842.9561157226562,1181.0413818359375,14352160.0,396153.65625
1,38.73183059692383,797.89013671875,1232.4873046875,13546747.0,387615.78125
1,38.73183059692383,797.89013671875,1232.4873046875,13546747.0,387615.78125
1,38.73183059692383,797.89013671875,1232.4873046875,13546747.0,387615.78125
1,38.73183059692383,797.89013671875,1232.4873046875,13546747.0,387615.78125
1,39.870155334472656,797.89013671875,1232.4873046875,13546747.0,387615.78125
1,40.96531677246094,797.89013671875,1264.0904541015625,13546747.0,387615.78125
1,39.16533279418945,797.89013671875,1336.6170654296875,13546747.0,387615.78125
1,39.16946792602539,797.5598754882812,1141.0496826171875,13546747.0,500333.40625
1,39.08243179321289,797.4507446289062,1141.58154296875,13543311.0,552109.9375
1,36.10174560546875,753.2447509765625,1141.58154296875,13546747.0,552314.875
1,38.81043243408203,744.3829956054688,1223.750732421875,13541117.0,424207.0625
1,42.80475997924805,828.1889038085938,1046.5274658203125,13546747.0,302611.3125
1,35.44307327270508,827.9577026367188,1046.0499267578125,13546747.0,302369.03125
1,33.77577209472656,825.5704345703125,1318.0948486328125,13544738.0,300366.15625
1,36.99534606933594,816.3284912109375,1370.916015625,13546747.0,343147.46875
1,36.536109924316406,807.651123046875,1271.088623046875,13546747.0,377085.125
1,37.51070022583008,802.6410522460938,1269.158203125,13546747.0,377985.15625
1,37.42430114746094,746.8849487304688,1257.586669921875,13546747.0,369429.90625
1,37.568756103515625,783.0732421875,1234.98095703125,13546747.0,348798.84375
1,37.92391586303711,801.6099853515625,1243.892578125,13771333.0,384258.5625
1,41.28184127807617,838.0270385742188,1247.7314453125,14111765.0,484431.0
1,41.498592376708984,838.2176513671875,1264.3851318359375,14151079.0,485271.28125
1,41.52983856201172,838.8048706054688,1363.36865234375,14130655.0,479893.0
1,31.258821487426758,658.7894897460938,1270.6104736328125,13250980.0,459982.84375
1,35.26722717285156,494.6895751953125,1018.67626953125,12063989.0,426105.6875
1,35.21233367919922,524.481689453125,1287.3157958984375,12017812.0,425538.46875
1,35.11655044555664,783.5594482421875,1621.7508544921875,11945228.0,424364.125
1,36.89653396606445,774.4656982421875,1397.683837890625,12033534.0,427106.8125
1,40.37541961669922,704.24853515625,1266.0130615234375,18090312.0,522376.125
1,40.28769302368164,685.6685791015625,1291.26708984375,18657144.0,536216.9375
1,40.2855339050293,685.8253173828125,1291.26708984375,18655442.0,536216.9375
1,40.278045654296875,685.8253173828125,1291.26708984375,18603592.0,536102.1875
1,40.0164680480957,756.6812133789062,1289.5726318359375,18540404.0,535666.625
1,40.144466400146484,916.2985229492188,1235.9576416015625,18318006.0,534388.0625
1,40.3836784362793,915.3264770507812,1184.2369384765625,18308192.0,534707.3125
1,40.261085510253906,902.8936767578125,1189.8685302734375,18284070.0,534604.75
1,40.03893280029297,887.3526611328125,1248.2030029296875,18253690.0,533897.5
1,40.0355224609375,909.8663940429688,1297.18505859375,18088592.0,528961.625
1,38.97711944580078,883.781494140625,1289.020751953125,11597874.0,419029.6875
1,34.582496643066406,808.4263916015625,1246.12109375,7260395.0,354274.875
1,43.242149353027344,896.046142578125,1562.7171630859375,10989516.0,373809.0625
1,48.08710479736328,933.58642578125,1744.1983642578125,13632255.0,377528.875
1,48.10285949707031,933.312744140625,1742.68017578125,13637884.0,382624.75
1,48.08460998535156,935.28662109375,1035.442138671875,13637733.0,381864.625
1,48.096519470214844,935.6608276367188,715.7802734375,13650966.0,381490.875
1,39.44638442993164,935.6608276367188,715.7802734375,13655607.0,382824.90625
1,29.804534912109375,935.6588745117188,715.5188598632812,13632255.0,382173.125
1,30.887874603271484,928.537841796875,811.6749877929688,13600683.0,393848.03125
1,33.45561599731445,852.134521484375,1070.8153076171875,13600683.0,388697.5
1,36.173240661621094,778.0745849609375,1066.0150146484375,13600683.0,388892.96875
1,36.173240661621094,733.4611206054688,1131.4263916015625,13600683.0,388924.03125
1,36.173240661621094,725.5250854492188,1364.7283935546875,13600683.0,388419.15625
1,36.173240661621094,742.3699951171875,1360.4794921875,13600683.0,387941.34375
1,36.1886100769043,891.8858032226562,1361.531005859375,13600683.0,388372.46875
1,36.555728912353516,888.7047119140625,1352.8009033203125,13490095.0,384174.78125
1,38.746280670166016,850.689697265625,1333.21826171875,12548853.0,370394.3125
1,35.866458892822266,853.669189453125,1418.818115234375,10577074.0,358024.03125
1,27.834121704101562,917.5623779296875,1605.4774169921875,8646168.0,367178.71875
1,35.203914642333984,898.1997680664062,1639.826171875,12446197.0,368666.9375
1,45.01411056518555,914.0771484375,1660.514404296875,13600683.0,387444.65625
1,45.03633117675781,914.0771484375,1660.514404296875,13616980.0,387336.59375
1,45.027408599853516,914.0771484375,1660.514404296875,13600683.0,387615.78125
1,45.025390625,914.0771484375,1660.514404296875,13585941.0,387298.78125
1,44.984375,914.0771484375,1604.6614990234375,13597097.0,387164.4375
1,44.72460174560547,914.0771484375,1238.020751953125,13581806.0,387614.4375
1,45.027408599853516,773.7381591796875,1502.06689453125,13592962.0,387156.78125
1,45.027408599853516,688.7174682617188,1660.514404296875,13611941.0,387615.78125
1,45.03459548950195,686.628173828125,1661.69873046875,13600683.0,388266.4375
1,44.93376159667969,688.5499267578125,1306.7086181640625,13602692.0,389706.09375
1,44.917518615722656,688.25830078125,1272.8968505859375,13608321.0,389257.15625
1,44.95106506347656,688.1238403320312,1257.372802734375,13608321.0,389461.375
1,43.749114990234375,683.4906616210938,1257.90966796875,13732361.0,391024.3125
1,45.2517204284668,645.1067504882812,1733.2220458984375,20571454.0,511069.1875
1,29.359275817871094,620.9569702148438,1741.548828125,19489282.0,544227.5
1,29.33005714416504,658.2706298828125,1459.797607421875,19585528.0,543920.5
1,35.83622741699219,705.3485107421875,1358.3216552734375,12283100.0,418218.0625
1,37.31475067138672,806.68798828125,1314.8619384765625,10180816.0,384487.9375
1,36.92291259765625,806.4871826171875,1324.34619140625,10344109.0,381075.03125
1,36.93773651123047,806.6739501953125,1325.912841796875,10323007.0,380504.25
1,37.30469512939453,794.1173095703125,1321.6468505859375,10340794.0,380811.25
1,37.337154388427734,700.9166259765625,1252.6964111328125,10287622.0,382589.625
1,37.19298553466797,700.5864868164062,1231.0703125,10268170.0,381748.65625
1,37.18854904174805,700.5864868164062,1260.9600830078125,10288417.0,376657.21875
1,37.19744873046875,700.26123046875,1321.3489990234375,10148348.0,257623.21875
1,33.57344055175781,614.3368530273438,1322.2918701171875,10240548.0,288077.8125
1,25.358198165893555,649.228515625,1493.8424072265625,13768799.0,418930.875
