is_training,mse_Iin[A],mse_Iout[A],mse_l[mm],mse_p1[mm],mse_p2[mm],mse_p3[mm],mse_win[mm]
0,312.1666259765625,372.80511474609375,33880.46875,1725.556884765625,1597.15380859375,1655.02587890625,64079.30078125
0,312.3769836425781,367.3392028808594,59195.81640625,1672.742431640625,1786.10498046875,1729.3282470703125,83632.640625
0,321.1015319824219,365.8675842285156,59133.97265625,1655.3203125,1808.623046875,1759.7783203125,83479.265625
0,323.309326171875,364.42767333984375,58499.33203125,1671.1650390625,1796.333251953125,1750.0574951171875,82815.34375
0,318.7892761230469,339.5888977050781,62075.171875,1583.7015380859375,1810.1646728515625,1725.803466796875,86042.8046875
0,319.8404235839844,338.64385986328125,62302.73046875,1581.088134765625,1810.3131103515625,1716.45703125,86007.2734375
0,313.4278869628906,469.0531005859375,156228.515625,1565.4393310546875,1762.0338134765625,1670.49853515625,114162.984375
0,318.2467041015625,212.76133728027344,151212.953125,1565.1297607421875,1795.4476318359375,1693.874267578125,67093.3671875
0,314.12750244140625,371.0174865722656,184586.25,1590.1253662109375,1678.555908203125,1574.8787841796875,49747.4375
0,314.02020263671875,320.0372009277344,181972.71875,1779.4351806640625,1668.853515625,1596.7659912109375,99574.703125
0,307.6459655761719,323.7112121582031,183420.921875,1713.1373291015625,1655.802978515625,1605.3634033203125,100809.0625
0,306.70062255859375,317.40960693359375,178999.09375,1719.4276123046875,1728.9769287109375,1698.0408935546875,84595.2734375
0,307.12109375,319.1438903808594,178419.734375,1716.8238525390625,1721.61865234375,1697.52587890625,84630.8046875
0,307.2262268066406,317.09417724609375,181951.953125,1716.8238525390625,1731.476806640625,1695.8984375,84423.1953125
0,305.01849365234375,307.5284118652344,115875.84375,1607.4844970703125,1628.7059326171875,1696.822265625,68254.71875
0,308.9081726074219,316.25323486328125,114254.390625,1592.557861328125,1621.1246337890625,1722.7449951171875,67886.3125
0,307.0054626464844,315.832763671875,109902.671875,1556.040771484375,1615.386962890625,1728.005859375,68114.4609375
0,313.36907958984375,327.35980224609375,85646.84375,1663.3765869140625,1655.9053955078125,1695.2596435546875,114944.171875
0,307.4842224121094,316.1833190917969,67550.203125,1630.2886962890625,1745.6551513671875,1880.6068115234375,89158.7578125
0,303.75738525390625,209.4530487060547,83880.2109375,1624.1868896484375,1782.36962890625,1624.75537109375,87612.234375
0,303.54681396484375,234.6810760498047,159203.140625,1641.5572509765625,1665.248046875,1683.06396484375,131419.96875
0,302.3905334472656,235.62713623046875,157492.1875,1641.5572509765625,1660.3175048828125,1695.372314453125,130677.5546875
0,303.0212707519531,237.9534149169922,158119.8125,1641.5570068359375,1664.7330322265625,1641.0526123046875,126803.1953125
0,305.4015808105469,270.64739990234375,174074.4375,1578.7183837890625,1665.857666015625,1659.379150390625,86540.625
0,315.8459167480469,215.9703369140625,175743.109375,1540.01611328125,1747.15283203125,1655.91845703125,84802.7734375
0,316.778076171875,215.96969604492188,178992.140625,1540.01611328125,1744.5323486328125,1653.1954345703125,85255.3828125
0,316.19598388671875,215.97030639648438,176025.96875,1544.3590087890625,1757.774658203125,1653.4163818359375,85238.671875
0,317.31707763671875,395.9307556152344,172762.84375,1539.332275390625,1747.915283203125,1657.6112060546875,68996.28125
0,305.85919189453125,390.1737060546875,166063.3125,1720.779541015625,1734.0760498046875,1657.90869140625,64363.63671875
1,311.7072448730469,357.7998046875,165493.609375,1574.3782958984375,1731.584716796875,1607.1143798828125,88326.3125
1,307.96075439453125,358.115234375,165721.296875,1573.75146484375,1714.3577880859375,1608.292236328125,87793.1328125
1,312.3406066894531,357.8348693847656,165275.265625,1571.23779296875,1698.9544677734375,1622.912353515625,88427.2734375
1,313.9069519042969,298.4001770019531,160747.8125,1580.703125,1728.2828369140625,1617.8125,82761.7421875
1,315.4169616699219,186.6602020263672,87473.515625,1524.4739990234375,1737.1669921875,1671.7493896484375,53909.125
1,312.9686279296875,204.02615356445312,84827.0546875,1527.8370361328125,1759.45068359375,1791.941650390625,45575.90234375
1,311.64190673828125,234.05007934570312,84035.9453125,1514.081298828125,1751.1822509765625,1804.3077392578125,46053.53515625
1,311.03997802734375,239.65211486816406,83456.390625,1589.3988037109375,1741.7152099609375,1778.0650634765625,47000.1953125
1,313.45947265625,282.93780517578125,93836.1875,1583.3970947265625,1746.622314453125,1569.15771484375,73497.03125
1,308.4789123535156,281.5005187988281,92949.296875,1579.9910888671875,1751.1824951171875,1603.6622314453125,74328.046875
1,311.510986328125,279.7027282714844,93818.2578125,1564.4813232421875,1708.6246337890625,1619.968505859375,78223.1640625
1,308.6591796875,346.52069091796875,127209.0859375,1622.1907958984375,1710.76904296875,1679.5108642578125,88955.0546875
1,308.0981140136719,367.4029235839844,196180.6875,1633.949462890625,1701.95263671875,1692.3828125,135736.890625
1,308.8690490722656,363.8066101074219,195304.484375,1639.355712890625,1705.01953125,1704.62548828125,136023.125
1,309.3243408203125,361.3748474121094,196728.765625,1641.010986328125,1764.1937255859375,1695.745361328125,55067.0
1,311.1675720214844,364.7394104003906,200612.5,1691.7022705078125,1751.03857421875,1626.4305419921875,30689.587890625
1,310.43841552734375,349.0035705566406,187758.296875,1747.216552734375,1749.2672119140625,1533.3004150390625,32424.0546875
1,310.4456787109375,290.7035827636719,161790.796875,1752.048828125,1723.924560546875,1607.0264892578125,33845.34765625
1,311.1647644042969,218.5977783203125,133761.640625,1687.5067138671875,1681.486572265625,1593.804931640625,27405.36328125
1,312.0401306152344,209.12550354003906,68313.4765625,1616.88232421875,1600.365966796875,1634.964111328125,33367.79296875
1,310.4480895996094,203.62411499023438,86938.3984375,1601.776123046875,1621.878173828125,1673.4569091796875,31902.42578125
1,311.47454833984375,225.23403930664062,168141.546875,1597.1033935546875,1688.490234375,1685.544189453125,28837.775390625
1,315.24700927734375,273.4041442871094,107073.96875,1663.402587890625,1687.5313720703125,1689.20654296875,117014.7109375
1,311.67205810546875,245.57565307617188,91575.4765625,1632.6597900390625,1652.21923828125,1726.703125,122617.21875
1,312.1977233886719,244.73422241210938,91506.4609375,1630.635009765625,1677.104736328125,1730.997314453125,122377.8984375
1,310.4208984375,244.489013671875,93013.078125,1633.6436767578125,1673.3651123046875,1735.38330078125,107280.4921875
1,312.1942138671875,275.0745849609375,99471.5,1601.6376953125,1620.0244140625,1679.7584228515625,68067.3515625
1,311.0318603515625,265.8667907714844,109018.5,1698.0040283203125,1603.670654296875,1592.7208251953125,71602.3984375
1,306.55230712890625,267.4007263183594,209830.625,1743.16552734375,1581.630859375,1718.1806640625,33845.04296875
1,307.95550537109375,298.6392822265625,191694.453125,1779.4925537109375,1563.7080078125,1645.053955078125,38824.80859375
1,310.05731201171875,297.8081970214844,191418.625,1757.69775390625,1583.7625732421875,1640.8333740234375,39253.16796875
1,305.4640808105469,295.13763427734375,178786.203125,1694.088134765625,1633.9036865234375,1547.51123046875,133297.9375
1,308.30767822265625,280.7293701171875,179894.390625,1694.973388671875,1628.072509765625,1545.40966796875,144854.046875
1,309.4290771484375,280.9046630859375,179896.640625,1693.3311767578125,1627.3365478515625,1547.029541015625,143298.21875
1,310.9796142578125,273.79742431640625,178019.890625,1634.27099609375,1634.2330322265625,1545.1883544921875,144963.15625
1,314.3183898925781,326.6763610839844,175302.90625,1643.290283203125,1646.606689453125,1826.790283203125,144834.0625
1,313.63507080078125,323.6771240234375,176152.703125,1645.7042236328125,1623.2052001953125,1849.7462158203125,144786.703125
1,313.8058776855469,329.3746032714844,165941.203125,1667.1563720703125,1600.7138671875,1778.0487060546875,128342.5
1,314.2651062011719,225.31495666503906,158992.90625,1633.3992919921875,1685.6746826171875,1788.0147705078125,104511.828125
1,316.8185119628906,231.73226928710938,201902.078125,1573.318603515625,1627.9759521484375,1732.2431640625,134766.5625
1,316.0176086425781,293.1366271972656,183557.875,1544.99755859375,1566.7037353515625,1653.6654052734375,130781.4609375
1,316.12286376953125,296.39434814453125,183815.375,1545.6494140625,1565.9676513671875,1665.0555419921875,130752.1484375
1,315.2818298339844,314.760986328125,182124.578125,1545.1690673828125,1566.139404296875,1666.1534423828125,131320.0625
1,315.5500183105469,302.17462158203125,178022.109375,1549.24365234375,1562.4949951171875,1653.46875,132240.046875
1,312.5563049316406,327.83380126953125,150897.875,1553.6767578125,1559.3182373046875,1636.5638427734375,76975.40625
1,309.63494873046875,360.7410583496094,147116.125,1609.8040771484375,1648.5797119140625,1566.2169189453125,38843.91015625
1,307.357177734375,364.912353515625,147495.546875,1607.942138671875,1682.162841796875,1568.130859375,38430.4921875
1,310.58172607421875,392.6273193359375,147060.125,1600.332275390625,1656.190673828125,1604.4071044921875,38886.19921875
1,310.3081359863281,394.478515625,150606.953125,1593.896484375,1640.8170166015625,1616.507568359375,38624.20703125
1,316.0028076171875,348.6824951171875,180079.546875,1606.4501953125,1679.1314697265625,1666.136474609375,39955.68359375
1,312.22479248046875,285.8802490234375,177615.859375,1544.16064453125,1669.81005859375,1657.4736328125,38598.14453125
1,313.1102600097656,315.4268493652344,169833.59375,1540.9071044921875,1670.5091552734375,1659.3834228515625,39383.203125
1,304.5224304199219,312.48291015625,96739.1796875,1579.65869140625,1633.5118408203125,1703.970458984375,47647.98828125
1,307.32647705078125,312.7281494140625,98992.5234375,1674.4056396484375,1637.5357666015625,1707.7978515625,48040.79296875
1,310.70404052734375,316.5770568847656,156053.484375,1678.549560546875,1681.7745361328125,1697.421142578125,50551.453125
1,307.5021667480469,308.523193359375,179775.171875,1650.092041015625,1689.9976806640625,1688.24462890625,36696.0234375
1,308.3783264160156,308.523193359375,179639.640625,1646.4249267578125,1688.3046875,1688.5889892578125,36326.2578125
1,309.5990295410156,296.9444580078125,178369.921875,1651.677978515625,1636.64501953125,1613.719970703125,37615.16015625
1,305.1884460449219,271.2666320800781,150145.515625,1658.309326171875,1665.6544189453125,1620.398193359375,54952.63671875
1,308.7288818359375,260.261962890625,154110.6875,1645.037109375,1721.7130126953125,1587.6964111328125,77040.8125
1,308.93902587890625,257.77276611328125,154018.546875,1646.8294677734375,1732.3863525390625,1589.9779052734375,77099.4140625
1,309.4284362792969,256.6514587402344,154607.78125,1650.6436767578125,1725.12158203125,1580.0877685546875,72089.7109375
1,309.67291259765625,306.3772277832031,148767.90625,1610.7742919921875,1636.3377685546875,1573.8431396484375,31844.26953125
1,309.3946228027344,325.87200927734375,191902.0625,1643.7159423828125,1637.1165771484375,1652.186767578125,51991.19921875
1,308.3433532714844,305.0184326171875,234595.03125,1570.9837646484375,1685.5938720703125,1680.2784423828125,82418.7109375
1,309.6810302734375,303.47418212890625,234942.15625,1577.1973876953125,1766.3988037109375,1661.28759765625,82401.859375
1,311.4970703125,272.3974609375,221570.953125,1641.5587158203125,1780.76123046875,1673.4576416015625,81778.9609375
1,312.4284362792969,242.14065551757812,200017.453125,1712.6719970703125,1776.221923828125,1705.013427734375,74748.796875
1,311.3216857910156,369.1838073730469,192527.046875,1655.70263671875,1744.7459716796875,1663.664794921875,73537.703125
1,304.643310546875,383.7691650390625,193912.453125,1662.6131591796875,1688.936279296875,1668.079345703125,70123.7109375
1,313.9158020019531,358.4306945800781,108052.7734375,1669.5982666015625,1683.1552734375,1660.59521484375,59229.32421875
1,311.8125,372.7265930175781,37297.171875,1718.857177734375,1558.5679931640625,1584.59716796875,66226.5234375
1,311.56732177734375,376.6912536621094,48426.59765625,1712.780029296875,1765.4766845703125,1624.9110107421875,68327.15625
1,308.973388671875,375.14898681640625,60109.02734375,1709.9765625,1769.7523193359375,1671.4271240234375,82011.0
1,309.5301513671875,374.307861328125,60773.63671875,1695.0419921875,1763.201416015625,1772.8427734375,81257.6953125
1,307.6773681640625,365.44097900390625,60356.05859375,1605.30126953125,1765.3463134765625,1680.3563232421875,82123.3515625
1,309.4999084472656,351.0708312988281,63768.453125,1583.033447265625,1782.6552734375,1684.022705078125,84550.234375
1,309.1143493652344,364.70880126953125,76395.4296875,1575.4984130859375,1693.6937255859375,1692.212890625,87322.9921875
1,311.28668212890625,454.3434143066406,152207.75,1565.766357421875,1786.0577392578125,1663.527099609375,102975.2109375
1,304.2586364746094,296.6910095214844,171624.171875,1580.1339111328125,1698.988037109375,1616.515625,58553.984375
1,312.3353271484375,323.933349609375,181916.5625,1567.8038330078125,1678.9945068359375,1589.4217529296875,64607.5
1,312.41680908203125,309.0487976074219,182860.5,1714.17529296875,1706.075927734375,1628.1075439453125,99404.765625
1,314.8617858886719,308.9098205566406,180544.421875,1680.7777099609375,1713.7108154296875,1639.7308349609375,103045.1796875
1,312.54864501953125,308.59332275390625,178817.09375,1668.4925537109375,1756.3009033203125,1591.537353515625,86147.2890625
1,312.37750244140625,312.4278564453125,180192.390625,1670.08642578125,1746.6263427734375,1593.52490234375,86240.8203125
1,313.476318359375,319.10772705078125,146089.640625,1652.083740234375,1692.8905029296875,1644.943603515625,82104.265625
1,311.7506103515625,325.869384765625,118879.4296875,1550.8468017578125,1573.5889892578125,1701.3974609375,71570.7109375
1,311.6372375488281,319.0724792480469,117655.84375,1548.6329345703125,1566.522705078125,1752.3924560546875,71723.4453125
1,311.6022033691406,319.38507080078125,113956.1875,1584.0074462890625,1600.2615966796875,1746.793701171875,80322.0625
1,310.3095397949219,315.4335021972656,91000.6171875,1612.4669189453125,1636.1453857421875,1752.536376953125,112025.6484375
1,314.6751708984375,281.85302734375,70168.9765625,1629.0745849609375,1815.579345703125,1830.46337890625,88081.625
1,314.76513671875,216.639404296875,89332.0859375,1626.3975830078125,1816.2213134765625,1683.607177734375,80913.1015625
1,312.863525390625,250.76295471191406,156563.140625,1637.9610595703125,1705.5126953125,1725.8984375,132941.03125
1,313.00372314453125,251.18345642089844,156137.65625,1638.105224609375,1705.7581787109375,1678.4063720703125,132863.53125
1,311.1214904785156,252.82025146484375,160334.8125,1642.203125,1708.971923828125,1647.127685546875,123426.7421875
1,309.2232666015625,233.38735961914062,173378.515625,1585.2166748046875,1748.4029541015625,1625.1683349609375,87029.421875
1,309.3256530761719,216.23992919921875,179689.125,1595.8526611328125,1737.196044921875,1640.92138671875,86695.34375
1,309.21942138671875,216.41513061523438,178985.359375,1597.109375,1732.7298583984375,1644.25830078125,86399.1796875
1,309.6390380859375,230.983642578125,177950.328125,1597.5538330078125,1739.8902587890625,1644.0865478515625,72397.2421875
1,312.4959716796875,396.6336364746094,174824.25,1666.0189208984375,1725.291259765625,1641.8052978515625,68430.296875
