is_training,mse_kdiff[%],mse_Bleak[uT],mse_V_PriWind[cm3],mse_V_PriCore[cm3],mse_Pout[W]
1,34.6536979675293,870.2443237304688,1142.4947509765625,14414325.0,286475.78125
1,34.51115798950195,863.6430053710938,1155.9686279296875,14486945.0,281102.3125
1,34.40058517456055,762.4444580078125,1133.3792724609375,14810782.0,306201.65625
1,35.45299530029297,695.6585693359375,1172.7283935546875,14741686.0,320901.84375
1,39.07902908325195,686.5927124023438,1246.265380859375,13434556.0,386340.9375
1,39.07935333251953,690.7451171875,1250.4603271484375,13426061.0,387273.9375
1,39.00545120239258,755.9657592773438,1241.24658203125,13416593.0,387772.65625
1,39.09684371948242,803.8867797851562,1248.37646484375,13347792.0,416513.09375
1,39.45912551879883,853.1441650390625,1291.1175537109375,13033848.0,434442.8125
1,39.24177932739258,923.7576293945312,1291.1175537109375,13051679.0,434442.8125
1,39.24177932739258,923.7576293945312,1291.1175537109375,13007631.0,434442.8125
1,39.24177932739258,923.7576293945312,1291.1175537109375,13048719.0,434442.8125
1,39.22702407836914,923.7576293945312,1291.1175537109375,13019368.0,434442.8125
1,39.35612869262695,923.7576293945312,1291.1175537109375,13055699.0,434442.8125
1,38.65538787841797,923.7576293945312,1291.1175537109375,13045243.0,434442.8125
1,38.680213928222656,923.7576293945312,1291.1175537109375,12990994.0,434442.8125
1,39.43669128417969,892.5794677734375,1259.10302734375,13073922.0,420021.90625
1,40.39494705200195,817.7699584960938,1207.818359375,13497489.0,387094.40625
1,40.39494705200195,814.5894775390625,1207.2989501953125,13546432.0,385016.0
1,40.39494705200195,828.2401123046875,1207.162841796875,13523422.0,384340.09375
1,40.39494705200195,841.3518676757812,1213.4207763671875,13801657.0,428266.375
1,40.402099609375,841.63330078125,1209.312255859375,14579138.0,429405.375
1,40.385318756103516,840.2988891601562,1211.240478515625,14537387.0,429243.53125
1,40.39638900756836,841.3518676757812,1211.2398681640625,14545049.0,429405.375
1,40.39189147949219,841.3518676757812,1209.9969482421875,14570289.0,429405.375
1,39.397239685058594,869.9337768554688,1219.5792236328125,16217764.0,429264.15625
1,30.817729949951172,757.5114135742188,1250.92919921875,17270528.0,435717.9375
1,39.051002502441406,782.6026611328125,1226.98779296875,14296948.0,332888.65625
1,40.58903884887695,790.3815307617188,1222.9832763671875,13666663.0,276791.21875
1,40.58903884887695,790.6949462890625,1222.9832763671875,13640573.0,276791.21875
1,40.58903884887695,790.6949462890625,1222.9832763671875,13712902.0,276791.21875
1,40.58903884887695,790.6949462890625,1217.8516845703125,13689368.0,276791.21875
1,40.58900451660156,790.6949462890625,1251.6712646484375,13632406.0,276791.21875
1,40.58952331542969,790.7210693359375,1251.6712646484375,13658179.0,276791.21875
1,40.6809196472168,790.73193359375,1252.78271484375,13767101.0,342311.34375
1,41.13788604736328,863.3389892578125,1260.156005859375,14901060.0,499070.5625
1,41.39944076538086,811.8059692382812,1242.2926025390625,15018234.0,507076.15625
1,40.143028259277344,773.4859619140625,1201.6114501953125,14591181.0,527536.0
1,43.853248596191406,771.5051879882812,1154.083740234375,12906203.0,488988.0
1,41.265750885009766,725.727294921875,1265.5035400390625,12957557.0,461451.6875
1,40.054229736328125,714.986083984375,1400.4210205078125,13025717.0,473300.71875
1,40.96446990966797,689.9627685546875,1568.7979736328125,10852881.0,410738.09375
1,44.90067672729492,690.3374633789062,1567.50244140625,10806500.0,410542.78125
