is_training,mse_Iin[A],mse_Iout[A],mse_l[mm],mse_p1[mm],mse_p2[mm],mse_p3[mm],mse_win[mm]
0,300.87591552734375,301.32440185546875,147142.234375,1647.99560546875,1695.810546875,1808.6336669921875,94962.546875
0,303.5468444824219,310.7870788574219,141369.8125,1737.8126220703125,1699.5594482421875,1677.0015869140625,93132.8984375
0,304.4928894042969,371.0185546875,146302.640625,1651.4227294921875,1705.29931640625,1674.05859375,93082.390625
0,315.52508544921875,421.4742126464844,133193.828125,1621.6705322265625,1731.009765625,1786.590087890625,49747.01953125
0,314.6889343261719,422.73553466796875,133621.453125,1633.2608642578125,1732.3341064453125,1801.2220458984375,49589.93359375
0,314.89971923828125,410.12152099609375,144737.109375,1576.465087890625,1624.0938720703125,1825.6658935546875,46681.62890625
0,318.4281311035156,374.5433044433594,69091.4375,1620.9072265625,1555.116455078125,1707.916748046875,83630.4921875
0,317.0021057128906,362.18902587890625,83749.1796875,1625.44580078125,1640.1884765625,1708.215087890625,86461.703125
0,305.1236267089844,299.556640625,80956.59375,1627.33642578125,1609.41650390625,1707.6650390625,86143.8203125
0,294.4015197753906,301.0110168457031,172037.6875,1675.672607421875,1729.8369140625,1713.514404296875,40158.12109375
0,303.33660888671875,301.0110168457031,178407.0625,1680.015625,1724.3936767578125,1713.514404296875,38356.53515625
0,302.1802978515625,298.970458984375,272509.15625,1575.656982421875,1648.636962890625,1715.94189453125,61656.01953125
0,299.762451171875,368.074951171875,91374.9765625,1752.3380126953125,1727.9029541015625,1761.884765625,68992.7578125
0,316.37152099609375,206.11610412597656,103330.578125,1778.04833984375,1699.8953857421875,1715.7332763671875,71336.1953125
0,312.6916198730469,220.35958862304688,73150.109375,1711.39599609375,1701.308837890625,1738.10693359375,71880.3671875
0,308.86236572265625,253.39254760742188,83921.46875,1597.332275390625,1753.37548828125,1762.7366943359375,88133.7421875
0,303.5468444824219,335.0693054199219,180909.140625,1765.8646240234375,1726.97314453125,1749.1759033203125,88085.09375
0,303.9673767089844,334.7539367675781,180667.875,1762.81884765625,1749.8587646484375,1747.5562744140625,86080.28125
0,304.49298095703125,335.17437744140625,180253.875,1766.297119140625,1735.80419921875,1747.4830322265625,86335.953125
0,303.9775085449219,335.17437744140625,180481.515625,1765.6448974609375,1720.0556640625,1747.4830322265625,86237.359375
0,315.74078369140625,334.4532165527344,180233.265625,1770.7811279296875,1738.8330078125,1745.5693359375,86304.7265625
0,316.6867980957031,287.9763488769531,197396.484375,1497.175048828125,1743.329345703125,1665.7591552734375,31101.083984375
0,315.0905456542969,356.9332580566406,181619.65625,1530.3310546875,1728.7220458984375,1770.1907958984375,122804.46875
0,311.64105224609375,381.1909484863281,184724.40625,1725.8616943359375,1729.7152099609375,1793.2987060546875,110452.078125
0,315.441162109375,320.0375061035156,152704.421875,1571.841796875,1720.9566650390625,1779.905517578125,110423.9921875
0,313.52899169921875,386.26055908203125,74340.5078125,1670.7142333984375,1729.1307373046875,1781.20068359375,101931.0859375
0,311.1154479980469,328.2270812988281,174819.15625,1645.8419189453125,1713.7445068359375,1676.7999267578125,56615.83984375
0,311.5361022949219,371.3858337402344,191738.578125,1664.84912109375,1728.2332763671875,1654.285888671875,28529.619140625
0,306.3987731933594,264.4297790527344,189035.109375,1689.6126708984375,1688.744140625,1729.045654296875,27787.201171875
0,305.228759765625,227.11328125,189090.109375,1575.590576171875,1735.8218994140625,1772.458251953125,58099.36328125
0,312.58721923828125,292.2863464355469,238730.1875,1559.606201171875,1719.73779296875,1772.7576904296875,70470.5234375
0,307.7516174316406,356.7207336425781,254044.5625,1543.10888671875,1749.4290771484375,1669.76123046875,54986.32421875
0,305.544189453125,365.5523986816406,153975.609375,1575.59033203125,1792.3399658203125,1588.39208984375,69583.8046875
0,302.8111267089844,365.7628479003906,168787.53125,1572.0755615234375,1715.672119140625,1571.1900634765625,88203.90625
1,307.3955078125,307.2882385253906,175423.8125,1629.3621826171875,1695.124755859375,1625.5789794921875,85552.1015625
1,308.5185546875,308.8035888671875,175655.28125,1638.105224609375,1705.1693115234375,1626.0693359375,86174.7265625
1,308.5185546875,308.66339111328125,175408.640625,1638.105224609375,1705.1693115234375,1627.050537109375,86186.578125
1,308.5185546875,308.5232238769531,175268.296875,1638.105224609375,1705.1693115234375,1627.8111572265625,86146.046875
1,308.5185546875,309.8506164550781,175266.421875,1638.105224609375,1705.1693115234375,1622.1431884765625,86134.203125
1,308.5185546875,324.4889221191406,181430.171875,1638.105224609375,1705.1693115234375,1672.8282470703125,78818.125
1,308.5185546875,307.5248718261719,215838.609375,1638.105224609375,1705.1693115234375,1699.1473388671875,48343.26171875
1,308.5185546875,331.6137390136719,172047.71875,1619.1663818359375,1705.1693115234375,1679.230712890625,53722.16796875
1,307.6153869628906,362.2861633300781,75409.734375,1628.732421875,1705.1693115234375,1687.4815673828125,85954.0
1,307.3617248535156,367.49334716796875,83832.375,1630.209716796875,1759.910888671875,1725.388671875,84751.359375
1,309.14935302734375,371.9239196777344,142213.90625,1591.379638671875,1761.2569580078125,1693.6346435546875,82943.734375
1,309.2545166015625,371.1021423339844,174874.375,1640.0406494140625,1765.54052734375,1722.38134765625,86093.6796875
1,316.5013732910156,359.9936218261719,176873.03125,1638.8873291015625,1769.5743408203125,1749.2825927734375,85850.5234375
1,313.3348388671875,284.9989929199219,177958.53125,1639.614501953125,1746.666259765625,1748.0303955078125,78240.421875
1,313.73968505859375,298.8497619628906,180672.359375,1645.415771484375,1680.587890625,1713.4913330078125,66567.375
1,313.73968505859375,296.2912292480469,180672.359375,1645.415771484375,1631.3885498046875,1728.91796875,85508.703125
1,311.6851806640625,322.22662353515625,195318.328125,1662.6475830078125,1693.5064697265625,1672.190673828125,45282.42578125
1,312.6884460449219,325.4161682128906,213821.6875,1594.211669921875,1731.957763671875,1686.9932861328125,36640.671875
1,314.05517578125,287.4481201171875,184879.078125,1558.7520751953125,1743.00537109375,1705.20263671875,36542.7109375
1,314.82623291015625,261.9786682128906,188365.953125,1558.46044921875,1693.1221923828125,1855.891845703125,36524.6328125
1,313.9500732421875,260.4715881347656,185612.96875,1560.691650390625,1697.5455322265625,1837.8328857421875,36071.98046875
1,312.24835205078125,282.7417297363281,181470.359375,1626.0169677734375,1632.945556640625,1765.5567626953125,54279.90625
1,313.1089782714844,150.56460571289062,181649.984375,1637.478515625,1687.210693359375,1745.36279296875,86446.4453125
1,309.2055358886719,187.6075439453125,193285.75,1598.552734375,1742.56591796875,1756.7825927734375,108231.734375
1,310.4100646972656,274.9766540527344,186539.34375,1631.2098388671875,1703.2554931640625,1788.84619140625,123850.5078125
1,312.1768798828125,322.8568115234375,184935.984375,1662.8555908203125,1720.9642333984375,1789.1458740234375,132123.3125
1,309.6397399902344,313.9207458496094,174929.40625,1721.249267578125,1719.52587890625,1756.9874267578125,121602.1171875
1,311.5162658691406,298.64752197265625,137478.375,1675.0604248046875,1680.15966796875,1617.0606689453125,135612.671875
1,313.8432922363281,355.8027648925781,127385.953125,1611.2200927734375,1673.218994140625,1833.7137451171875,127033.109375
1,307.1054992675781,370.54034423828125,128593.265625,1641.6005859375,1673.26220703125,1774.322265625,132007.328125
1,309.73828125,320.99951171875,135690.1875,1693.226318359375,1709.645263671875,1768.8834228515625,135620.796875
1,310.0603942871094,269.478271484375,161944.859375,1669.6690673828125,1596.6290283203125,1675.8936767578125,119837.703125
1,312.3164367675781,318.47711181640625,191114.484375,1522.6614990234375,1753.830322265625,1658.9149169921875,62684.37890625
1,309.710205078125,310.52197265625,190886.859375,1521.5023193359375,1791.8154296875,1511.6029052734375,62953.13671875
1,308.834228515625,282.4116516113281,192294.015625,1528.1436767578125,1692.25,1665.6890869140625,66953.3359375
1,312.7934265136719,297.1971435546875,187419.171875,1557.0072021484375,1581.1910400390625,1682.6505126953125,57881.046875
1,308.4833068847656,290.5075988769531,181955.296875,1573.2601318359375,1631.3023681640625,1685.9617919921875,76657.140625
1,308.1666564941406,291.0333251953125,181927.65625,1588.6505126953125,1667.250244140625,1683.2384033203125,76946.4296875
1,311.9381408691406,290.9892578125,182079.4375,1614.3551025390625,1756.1597900390625,1687.1890869140625,74494.4453125
1,311.2169494628906,289.9468078613281,180303.96875,1488.6732177734375,1744.6923828125,1696.6751708984375,33210.984375
1,308.603515625,280.8329162597656,179324.0,1584.7701416015625,1739.2021484375,1687.999755859375,23157.455078125
1,308.64898681640625,263.96588134765625,179903.75,1600.7572021484375,1734.0950927734375,1687.999755859375,22929.884765625
1,309.3595275878906,252.18045043945312,179503.390625,1578.6490478515625,1732.0821533203125,1687.999755859375,23091.384765625
1,307.4910583496094,256.7090148925781,178029.359375,1610.9742431640625,1729.59716796875,1653.941162109375,24696.46484375
1,310.0953063964844,317.8258361816406,174466.78125,1637.7718505859375,1704.3582763671875,1775.8223876953125,49039.640625
1,308.0628356933594,335.8946533203125,178681.671875,1596.7647705078125,1701.4873046875,1799.5692138671875,54279.63671875
1,308.8689270019531,335.2989501953125,180144.265625,1600.04296875,1704.186279296875,1799.5692138671875,53811.3984375
1,308.904052734375,337.96234130859375,180562.96875,1602.7130126953125,1726.8817138671875,1799.8883056640625,53669.86328125
1,309.5411376953125,336.35028076171875,181289.5625,1598.166259765625,1718.9364013671875,1799.5692138671875,53289.9609375
1,307.89990234375,335.6847229003906,180100.90625,1598.069091796875,1719.2796630859375,1799.8883056640625,53134.9453125
1,309.7099304199219,336.7677917480469,180142.296875,1598.069091796875,1723.572021484375,1799.8883056640625,53105.640625
1,309.8851623535156,320.4032287597656,179392.40625,1597.730712890625,1666.7113037109375,1799.2257080078125,53105.640625
1,309.7099304199219,308.34796142578125,179052.21875,1597.730712890625,1670.4342041015625,1799.8077392578125,53105.640625
1,307.0468444824219,307.2965087890625,181538.390625,1591.1290283203125,1661.5689697265625,1810.6632080078125,55566.4140625
1,310.446044921875,300.63720703125,190916.8125,1534.3045654296875,1596.3511962890625,1740.27880859375,75293.3125
1,313.47210693359375,297.3348388671875,167007.4375,1587.842041015625,1608.9425048828125,1670.332763671875,71001.0546875
1,310.1898193359375,186.58932495117188,132947.03125,1586.897216796875,1716.478515625,1818.2213134765625,118848.78125
1,310.9715576171875,187.92831420898438,147858.328125,1557.5672607421875,1701.35595703125,1801.48095703125,132756.265625
1,311.2869567871094,190.23558044433594,147722.625,1596.2540283203125,1701.7728271484375,1735.447998046875,132432.65625
1,310.9587097167969,189.6398162841797,147665.171875,1633.864013671875,1701.3802490234375,1586.9193115234375,132361.625
1,310.65380859375,189.95523071289062,147639.859375,1632.2723388671875,1702.091796875,1586.9193115234375,132832.359375
1,311.4010314941406,189.63980102539062,147478.546875,1633.4307861328125,1702.7464599609375,1586.329345703125,132254.953125
1,309.75274658203125,243.7183837890625,87511.359375,1590.795166015625,1645.13623046875,1599.7509765625,124524.96875
1,315.53265380859375,306.2796936035156,168023.109375,1590.884765625,1651.2999267578125,1711.63671875,100490.375
1,315.1765441894531,277.7514343261719,188853.5,1574.058349609375,1688.6258544921875,1699.4742431640625,92185.6484375
1,311.7768859863281,227.85382080078125,187824.609375,1569.7674560546875,1636.799072265625,1702.9339599609375,96930.3359375
1,312.8672180175781,177.27081298828125,166764.625,1589.2491455078125,1652.577392578125,1706.9256591796875,98571.5390625
1,315.56256103515625,306.71759033203125,143134.484375,1628.914794921875,1644.6981201171875,1746.285888671875,73805.3671875
1,313.70458984375,361.8891906738281,144880.78125,1651.0404052734375,1624.0296630859375,1681.4720458984375,93356.0
1,309.5680847167969,382.7530212402344,142074.890625,1653.2979736328125,1642.3876953125,1682.8367919921875,74561.1484375
1,310.15765380859375,415.1023864746094,135241.828125,1648.5003662109375,1699.5755615234375,1815.622314453125,50824.04296875
1,310.27520751953125,413.2073059082031,135793.953125,1647.3905029296875,1673.7403564453125,1820.5660400390625,50224.16015625
1,314.09906005859375,393.372314453125,121626.2890625,1642.844970703125,1600.6748046875,1755.0999755859375,55229.453125
1,306.6900634765625,373.0345458984375,72891.8125,1746.1796875,1538.0078125,1673.59423828125,84037.59375
1,314.91412353515625,338.81353759765625,88118.6328125,1721.9915771484375,1580.3748779296875,1688.5279541015625,85384.6171875
1,315.2774963378906,313.18438720703125,136710.53125,1617.632568359375,1632.4798583984375,1694.8037109375,61779.26171875
1,315.43572998046875,314.48046875,166346.875,1697.321044921875,1683.1248779296875,1688.548828125,41865.0546875
1,313.5994873046875,314.48046875,180456.140625,1654.900146484375,1681.113037109375,1688.3431396484375,38657.63671875
1,315.2467041015625,324.607177734375,79341.3671875,1657.4119873046875,1674.080322265625,1694.7254638671875,65028.546875
1,304.7934265136719,351.65032958984375,97465.3203125,1712.344482421875,1675.27880859375,1757.0762939453125,71143.15625
1,310.27154541015625,203.98265075683594,98339.96875,1713.98828125,1686.8001708984375,1745.3115234375,71901.5859375
1,309.1673278808594,235.94451904296875,65566.7578125,1731.6240234375,1712.35400390625,1725.5758056640625,81753.53125
1,314.3319396972656,310.4150695800781,157319.90625,1761.8779296875,1693.1812744140625,1737.5487060546875,85284.8359375
1,312.2326354980469,324.04876708984375,180290.53125,1786.2567138671875,1681.9287109375,1747.9376220703125,85962.0625
1,315.9477233886719,324.0137023925781,179782.421875,1787.754638671875,1687.7679443359375,1745.287841796875,85402.640625
1,312.37091064453125,324.04876708984375,180046.8125,1786.1102294921875,1678.5167236328125,1747.59423828125,86049.9296875
1,312.9085998535156,324.0144348144531,179812.25,1787.9808349609375,1682.4434814453125,1745.9503173828125,85524.2265625
1,308.7988586425781,300.0771484375,185543.578125,1749.3603515625,1820.6290283203125,1664.2894287109375,46087.72265625
1,311.4271240234375,318.1956787109375,183025.15625,1501.238037109375,1814.84130859375,1759.9091796875,119983.40625
1,310.6559753417969,375.60455322265625,183114.78125,1601.8192138671875,1728.7669677734375,1779.214111328125,121016.3671875
1,311.49871826171875,364.8413391113281,182841.546875,1725.674072265625,1696.373779296875,1784.269287109375,111893.609375
1,314.1980895996094,333.7887268066406,86477.140625,1643.9573974609375,1693.8951416015625,1792.9312744140625,109822.609375
1,310.2311096191406,382.6433410644531,86337.953125,1654.70361328125,1696.5982666015625,1764.2181396484375,94001.6640625
1,310.3150939941406,332.9703063964844,175660.78125,1631.11279296875,1719.04931640625,1607.2373046875,34009.07421875
1,310.4273986816406,298.7720947265625,193241.8125,1643.8563232421875,1698.210693359375,1703.6357421875,27776.564453125
1,313.98236083984375,230.94850158691406,189826.90625,1675.47314453125,1697.888671875,1726.30712890625,32630.8515625
1,313.0250244140625,253.1492919921875,209990.875,1629.7862548828125,1647.832763671875,1665.14697265625,55904.3984375
1,315.2842712402344,306.817626953125,257281.890625,1576.3358154296875,1686.5467529296875,1757.8468017578125,64707.7890625
1,311.251708984375,368.80517578125,225300.0625,1610.5289306640625,1723.7139892578125,1594.1409912109375,58326.80078125
1,313.7397766113281,365.3001403808594,151398.0625,1588.5499267578125,1748.3856201171875,1573.3177490234375,76289.3046875
